bundle_id,bundle_name,n_items,final_price,component_price_sum,implied_discount_rate,panel_coverage,users_own_all,candidate_ownership_count,mincost_attributed_count,candidate_users_with_overlap,attribution_rate_given_candidate,contested_candidate_share,attributed_revenue_proxy,soft_mincost_attributed_tau_0_5,soft_mincost_attributed_tau_1,soft_mincost_attributed_tau_2
1441,OtakuMaker Studio Pack - Part #4,6,16.44,21.94,0.2506836827711941,0.8333333333333334,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
658,Infernal Dream Collection,5,6.55,10.95,0.4018264840182648,0.8,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
355,MX vs. ATV Collection,36,139.0,207.64,0.33057214409555,0.0833333333333333,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1401,Shadow Warrior 2 Deluxe,4,45.96,45.96,0.0,0.25,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1418,PopCap Power Pack,23,57.27,114.77,0.5010020040080161,1.0,55,55.0,55.0,0.0,1.0,0.0,3149.8500000000004,55.0,55.0,54.99999999998204
1282,Vanguard Princess Bundle,4,7.16,11.96,0.4013377926421405,0.25,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1399,Dead Rising Triple Pack,3,49.77,59.97,0.1700850425212605,1.0,31,31.0,31.0,0.0,1.0,0.0,1542.8700000000001,30.99999995716939,30.998847762949808,30.81214615376089
1392,The Metronomicon Deluxe Edition,2,20.14,22.38,0.100089365504915,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1404,SUPERFIGHT - The Super Bundle,9,29.91,49.91,0.4007212983370066,0.1111111111111111,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1406,SUPERFIGHT - The DLC Bundle,8,23.92,39.92,0.4008016032064128,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1407,Zonitron Productions Complete Pack,15,18.35,36.85,0.5020352781546811,1.0,3,3.0,3.0,3.0,1.0,1.0,55.050000000000004,2.99999999999365,2.999996779751251,2.997021401704988
1403,Steam Link + John Wick,2,47.78,47.78,0.0,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1293,Triangle Service Shmups Collection,12,53.18,81.88,0.3505129457743038,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1248,Shooting Love 20XX,8,35.92,47.92,0.2504173622704507,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1409,Crimson Duck Complete Pack,2,5.34,7.98,0.3308270676691729,1.0,7,7.0,7.0,0.0,1.0,0.0,37.379999999999995,6.9645335946657365,6.533743750974366,5.52427194565577
1410,Silicon Echo Complete Pack,3,5.97,11.97,0.5012531328320803,1.0,7,7.0,7.0,7.0,1.0,1.0,41.79,6.991521699505932,6.750004215514812,5.733636811268374
1382,RunGunJumpGun: Special Atomik Edition,2,9.98,9.98,0.0,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1386,Shiny: Digital Deluxe Edition,3,16.77,20.97,0.2002861230329041,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1356,Buka Post Apocalyptic Collection,5,15.25,30.55,0.5008183306055647,1.0,6,6.0,6.0,0.0,1.0,0.0,91.5,5.999999999999693,5.999998640292231,5.997145094286969
1332,"3 Outlandish games in 1 bundle: Green Moon, City of Fools and Bathory",3,10.47,20.97,0.5007153075822603,1.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
667,Farnham Fables - Tape 1,2,1.78,1.98,0.101010101010101,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1390,Angels Blue Games,2,12.58,13.98,0.1001430615164521,1.0,3,3.0,3.0,0.0,1.0,0.0,37.74,2.828027472303394,2.406551665675745,2.0045633165044983
1349,NeuroVoider - Deluxe Edition,2,19.99,22.98,0.1301131418624892,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1373,Hue Game and Soundtrack Bundle,2,20.66,21.98,0.0600545950864422,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1295,Bloxiq + Soundtrack,2,17.08,18.98,0.1001053740779769,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1387,Back To Basics Epilepsy Bundle,2,1.38,1.98,0.3030303030303031,1.0,14,14.0,6.0,8.0,0.42857142857142855,0.5714285714285714,8.28,7.302856517585203,7.49018721463951,7.397013005997345
1222,Zombie Bundle,2,3.2,7.98,0.5989974937343359,1.0,1,1.0,1.0,0.0,1.0,0.0,3.2,0.9999295121702223,0.9916739069015661,0.9160615681024419
803,Platformer Bundle,9,4.87,32.410000000000004,0.8497377352668929,1.0,12,12.0,4.0,12.0,0.3333333333333333,1.0,19.48,6.0666835758762945,7.815093680212199,8.590225339062822
498,Back In Time Bundle,3,1.47,2.97,0.505050505050505,1.0,88,88.0,88.0,7.0,1.0,0.07954545454545454,129.35999999999999,83.79138864603284,71.67776680732973,59.44133605262287
396,The Indie Platformers Bundle,3,2.38,16.97,0.859752504419564,1.0,31,31.0,18.0,16.0,0.5806451612903226,0.5161290322580645,42.839999999999996,18.11010658280106,19.074472819310405,20.8307200181428
1372,Black Hole Hazard Deluxe,2,5.98,7.98,0.2506265664160401,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
972,Crush Your Enemies - Complete Plundered Edition,2,12.58,13.98,0.1001430615164521,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1378,The orb Chambers Bundle,2,5.98,11.98,0.5008347245409015,1.0,8,8.0,8.0,0.0,1.0,0.0,47.84,7.999950846603182,7.980219014746923,7.620593014579467
1367,"Naruto Shippuden Uncut Season 2, Vol 1",12,20.04,23.88,0.1608040201005025,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1369,"Naruto Shippuden Uncut Season 2, Vol 3",11,20.13,21.89,0.0804020100502513,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1371,"Naruto Shippuden Uncut Season 2, Vol 5",12,20.04,23.88,0.1608040201005025,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1376,Daylight's End VR - Full Movie,10,12.9,19.9,0.3517587939698491,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1337,"Naruto Shippuden Uncut Season 1, Vol. 3",13,20.15,25.87,0.221105527638191,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1343,"Naruto Shippuden Uncut Season 1, Vol.4",14,20.02,27.86,0.2814070351758794,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1368,"Naruto Shippuden Uncut Season 2, Vol 2",12,20.04,23.88,0.1608040201005025,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1370,"Naruto Shippuden Uncut Season 2, Vol 4",12,20.04,23.88,0.1608040201005025,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1264,"Naruto Shippuden Uncut Season 1, Vol. 1",13,20.15,25.87,0.221105527638191,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1324,"Naruto Shippuden Uncut Season 1, Vol. 2",13,20.15,25.87,0.221105527638191,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1268,18 Wheels of Steel Top Payload Pack,3,16.72,24.97,0.3303964757709251,1.0,7,7.0,7.0,0.0,1.0,0.0,117.03999999999999,6.999999522207797,6.99817166776633,6.888655258017296
1328,SHINRAI - Soundtrack Bundle,2,19.99,22.98,0.1301131418624892,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
825,Back To Basics Mixer Bundle 2,5,2.9,4.95,0.4141414141414142,1.0,10,10.0,10.0,9.0,1.0,0.9,29.0,9.576246965009018,8.150072894478146,6.674518016723192
473,Pug Life Bundle,3,1.47,2.97,0.505050505050505,1.0,127,127.0,127.0,7.0,1.0,0.05511811023622047,186.69,120.94177959210774,103.56317137888183,85.9293053204632
1297,Optika + Optika Soundtrack,2,6.38,7.98,0.2005012531328321,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
604,Risen Franchise Pack,9,47.91,63.91,0.2503520575809732,0.3333333333333333,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1333,Mugen Souls Z DLC Collection,12,43.08,47.88,0.1002506265664161,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1336,Hyperdimension Neptunia Re;Birth1 Deluxe Edition Bundle / 特別限定版『デラックスエディション』,2,35.98,39.98,0.1000500250125062,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1340,Hyperdimension Neptunia Re;Birth1 Digital Complete Set / デジタルコンプリートエディション,8,41.32,45.92,0.1001742160278745,0.125,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1153,Pan-Pan: Planetary Pack,4,24.61,28.96,0.150207182320442,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1355,Automobilista + Season Pass for All DLCs,2,59.48,69.98,0.1500428693912547,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1161,Flump Studios Complete Pack,5,9.98,14.7,0.3210884353741496,1.0,1,1.0,1.0,0.0,1.0,0.0,9.98,0.9999205259080827,0.9911635995393923,0.9137258055040833
567,Back To Basics Mixer Bundle,8,3.92,7.92,0.5050505050505051,1.0,57,57.0,57.0,7.0,1.0,0.12280701754385964,223.44,56.978146990580136,55.83655970708955,49.788813964705476
1361,Just Deserts Complete Costume Bundle,4,14.36,15.96,0.1002506265664161,0.25,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
903,Valley + Soundtrack,2,24.96,26.98,0.0748702742772422,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1271,Malus Code Soundtrack Edition,2,14.38,15.98,0.1001251564455569,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1330,The Final Station Collector's Edition,2,17.98,19.98,0.1001001001001,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1350,Deus Ex: Mankind Divided - Digital Deluxe Edition,2,89.98,89.98,0.0,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1351,Deus Ex: Mankind Divided + Steam Controller Bundle,2,89.98,89.98,0.0,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1352,Deus Ex: Mankind Divided Digital Deluxe + Steam Controller Bundle,3,119.97,119.97,0.0,0.3333333333333333,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1209,Road To Ballhalla - Roll Playing Game of the Year Edition,2,15.98,19.98,0.2002002002002001,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
982,SimplexZombiePack,2,11.18,13.98,0.2002861230329042,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
827,One Way Heroics + Plus Edition,2,8.98,9.98,0.1002004008016032,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
694,Storm in a Teacup bundle,2,23.98,29.98,0.2001334222815209,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
531,Classic Wargames,4,20.96,41.96,0.5004766444232602,1.0,21,21.0,21.0,0.0,1.0,0.0,440.16,21.0,20.99999998407662,20.99942175048659
538,Alister Software bundle,2,1.0,1.98,0.494949494949495,1.0,90,90.0,90.0,7.0,1.0,0.07777777777777778,90.0,78.8263624330851,65.11958405108379,55.46744531067397
347,Astronomic Games,5,7.0,34.95,0.7997138769670958,1.0,63,63.0,63.0,56.0,1.0,0.8888888888888888,441.0,61.972798120926484,56.265617367129586,47.88970552132542
1005,Moon Colonization Project: Deluxe Edition,2,3.13,4.18,0.2511961722488038,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1100,New World Collection,2,21.23,24.98,0.1501200960768613,1.0,190,190.0,190.0,0.0,1.0,0.0,4033.7000000000003,189.8949720589845,185.63429971709513,164.7367943624124
1114,Okhlos: Olympus Edition,4,22.96,22.96,0.0,0.25,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
494,Endless Loop Management,2,4.96,5.98,0.1705685618729097,1.0,29,29.0,22.0,7.0,0.7586206896551724,0.2413793103448276,109.12,19.54124756777029,16.837894629438495,15.549022935644533
357,Thomas Was Alone + Volume,2,26.98,29.98,0.1000667111407603,1.0,135,135.0,135.0,0.0,1.0,0.0,3642.3,134.66619587385432,128.5975071210285,110.37255428614189
363,Subterrain - OST Edition,2,17.98,19.98,0.1001001001000999,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
284,The Vanishing of Ethan Carter VR Bundle,2,29.98,29.98,-1.1850279115411942e-16,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1017,Render System Games Complete,2,11.98,14.98,0.2002670226969292,1.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1002,The Turing Test Collector's Edition,2,23.98,29.98,0.2001334222815209,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
754,Mysterious Places Bundle,4,27.96,39.96,0.3003003003003003,1.0,16,16.0,16.0,2.0,1.0,0.125,447.36,15.999999999395973,15.999901588402619,15.95985962961976
536,Stronghold Complete Pack,2,49.98,49.98,0.0,1.0,65,65.0,32.5,0.0,0.5,0.0,1624.35,32.5,32.5,32.5
359,Monstrum - Deluxe Edition,2,20.68,22.98,0.1000870322019146,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
416,FobTi Indie Bundle,2,12.33,18.98,0.3503688092729188,1.0,1,1.0,1.0,0.0,1.0,0.0,12.33,0.9999983255095944,0.9987076502237127,0.9652765704666424
251,Vae Victis Racing Collection,2,20.23,26.98,0.2501853224610821,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
923,The Black Watchmen - Occult Agent Edition,4,33.71,44.96,0.2502224199288256,0.25,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
953,AuroraRL Special Edition,2,6.28,6.98,0.1002865329512894,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
869,Ultimate Conspiracy Pack,2,9.99,12.98,0.2303543913713405,1.0,12,12.0,12.0,0.0,1.0,0.0,119.88,11.969730630470766,11.425443721800972,9.801930713771387
622,Age of Fear Series Bundle,2,26.98,29.98,0.1000667111407605,1.0,14,14.0,14.0,0.0,1.0,0.0,377.72,13.965383275807115,13.336037775514066,11.446042666711012
507,The Screwfly Collection,3,29.72,34.97,0.1501286817271947,1.0,1,1.0,1.0,0.0,1.0,0.0,29.72,0.9999724643088853,0.9947798743064417,0.9324533088603709
298,Out of the Park Baseball 17 + Franchise Hockey Manager 2,2,53.98,59.98,0.1000333444481495,1.0,1,1.0,1.0,0.0,1.0,0.0,53.98,0.9999938558253978,0.9975273768433653,0.9525741268224334
304,The Next World: Deluxe Bundle,2,13.58,16.98,0.2002355712603062,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
166,Grand Theft Auto V & Great White Shark Cash Card,2,75.98,79.98,0.0500125031257814,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1191,Heart&Slash; + Soundtrack,2,19.98,24.98,0.200160128102482,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1246,BioWare Bundle,4,75.96,94.96,0.2000842459983151,1.0,89,89.0,89.0,0.0,1.0,0.0,6760.44,89.0,88.99999950135111,88.99333868575157
1115,Sekwere + Soundtrack,2,1.28,1.98,0.3535353535353535,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
836,Megadimension Neptunia VII Digital Deluxe Edition,2,53.98,59.98,0.1000333444481495,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
568,Windlands + Original Soundtrack,2,24.28,26.98,0.1000741289844327,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
597,The Polynomial 1&2,2,14.23,18.98,0.250263435194942,1.0,1,1.0,1.0,0.0,1.0,0.0,14.23,0.9999251537724895,0.991422514586288,0.9149009549929797
490,Flat Kingdom Deluxe Edition,2,10.38,12.98,0.2003081664098613,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
281,Enter The Gungeon Collector's Edition,4,22.46,24.96,0.1001602564102564,0.25,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
341,Fossil Echo - Special Edition,2,19.98,24.98,0.200160128102482,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1339,12 is Better Than 6 + Soundtrack + Artbook,3,6.77,7.970000000000001,0.1505646173149311,0.3333333333333333,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
539,Faton Bundle,4,2.76,3.96,0.3030303030303031,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
850,Fasaria World DELUXE EDITION Bundle,3,18.0,44.97,0.5997331554369579,0.3333333333333333,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1150,Blade Ballet Turntable Edition,2,18.98,19.98,0.05005005005005,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
585,Where Angels Cry Bundle,2,17.98,19.98,0.1001001001001,1.0,3,3.0,3.0,0.0,1.0,0.0,53.94,2.9460413701137256,2.642391233933647,2.193175735890015
1226,Selma and the Wisp plus Soundtrack,2,10.78,11.98,0.1001669449081803,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
916,SONAR Platinum with Lifetime Updates - New Users,2,499.98,999.98,0.500010000200004,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
501,Puzzle Bundle,4,2.47,18.96,0.8697257383966246,1.0,47,47.0,47.0,23.0,1.0,0.48936170212765956,116.09,46.99999963675207,46.99845870700369,46.85865237640905
614,Doodle God & Doodle Kingdom,2,10.78,11.98,0.1001669449081803,1.0,6,6.0,6.0,0.0,1.0,0.0,64.67999999999999,5.500963821036466,4.6111487009941055,3.8739378373547724
441,Quiet River Bundle,2,3.23,4.98,0.3514056224899599,1.0,7,7.0,7.0,0.0,1.0,0.0,22.61,6.794814384740506,5.963669613778174,4.9404951948590785
526,Poo Pack,2,1.58,1.98,0.202020202020202,1.0,31,31.0,31.0,0.0,1.0,0.0,48.980000000000004,21.389208914955987,18.55931746348601,17.044853916686815
262,Guns of Icarus Online + Alliance Collector's Edition Bundle,3,25.17,29.97,0.16016016016016,0.3333333333333333,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1085,Hanako Yuri Bundle,2,27.98,34.98,0.2001143510577472,1.0,1,1.0,1.0,0.0,1.0,0.0,27.98,0.9999991684719722,0.9990889488055994,0.9706877692486436
929,Alice and Smith - Complete Library,5,38.2,50.95,0.2502453385672227,0.4,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1275,Uprising Complete,2,9.92,13.98,0.290414878397711,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
676,NEKOPARA complete edition,3,20.67,22.97,0.1001306051371352,1.0,246,246.0,246.0,0.0,1.0,0.0,5084.820000000001,243.55185674074156,223.58375159034537,186.8396855694813
406,Zeno Archives,2,11.98,19.98,0.4004004004004003,1.0,8,8.0,8.0,0.0,1.0,0.0,95.84,7.999999099718703,7.997317198956269,7.856110320303268
413,M2H Bundle,3,38.67,42.97,0.1000698161508028,1.0,2,2.0,2.0,0.0,1.0,0.0,77.34,1.9996318561900732,1.9732261643446702,1.7913375537619973
305,OPUS: Soundtrack Bundle,2,14.38,15.98,0.1001251564455569,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
215,"That Dragon, Cancer + Thank You For Playing",2,19.98,24.98,0.200160128102482,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
974,The Secret Monster Society - Chapter One + Soundtrack,2,7.18,7.98,0.1002506265664161,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
653,The Real Texas - Dusty Skies Edition,2,17.08,18.98,0.1001053740779769,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
533,Spakoyno GOTY Edition,2,8.08,8.98,0.1002227171492205,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
346,"Linea, the Game - Complete Edition",2,2.53,2.98,0.151006711409396,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1307,Now You See Me Double Feature,2,27.95,33.28,0.16015625,0.0,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1303,Spiderweb Software Super-Gigantic Bundle,9,49.71,82.91,0.4004342057652876,0.8888888888888888,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1156,F1 2016 - Steam Controller Bundle,2,89.98,89.98,0.0,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1259,Gone In November Collector's Edition,2,1.58,1.98,0.202020202020202,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1265,Mystery Case Files Bundle,7,66.53,73.93,0.1000946841606926,0.5714285714285714,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1266,SPACE PACK,2,2.68,2.98,0.1006711409395972,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1188,DMC4SE Demon Hunter Bundle + DmC Complete Pack,10,70.01,85.4,0.1802107728337236,0.2,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1190,2016 Capcom Collector's Bundle,37,117.39,300.63,0.6095200079832352,0.2432432432432432,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1196,Blasting Agent: Ultimate Edition + Original Soundtrack,2,3.98,4.98,0.2008032128514057,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1232,Resident Evil 4/5/6,3,60.17,69.97,0.1400600257253108,1.0,394,394.0,394.0,0.0,1.0,0.0,23706.98,393.9999987884973,393.9781532812592,391.08773271035295
1144,Dead Rising Collector's Pack,12,89.98,105.88,0.1501700037778616,0.3333333333333333,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
809,Devil May Cry 4: Special Edition Demon Hunter Bundle,6,35.99,40.44,0.1100395647873391,0.1666666666666666,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
1290,BITRAYS,2,1.91,2.73,0.3003663003663004,1.0,4,4.0,4.0,0.0,1.0,0.0,7.64,3.3501397496772154,2.776945360432122,2.404351515393479
1291,Talisman - 3 Game Bundle,3,31.42,36.97,0.1501217203137678,1.0,5,5.0,5.0,0.0,1.0,0.0,157.10000000000002,4.999924439522795,4.980637982796645,4.706549125039544
1068,The Girl and the Robot - Game + Soundtrack + Art Book,2,11.88,13.98,0.1502145922746781,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
548,Talisman: The Horus Heresy - Game + Soundtrack,2,18.68,21.98,0.1501364877161055,0.5,0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
