item_id,ownership_count,playtime_mean,playtime_median,playtime_total,nonzero_playtime_share,bundle_count,item_price_median,item_price_nunique,price_disagreement,genres,tags,steam_price,release_date,in_bundle,has_steam_metadata,standalone_price,has_price
340,19612,17.387874770548645,0.0,341011,0.34244340199877626,0,,,,Action,"FPS, Action, Singleplayer, Sci-fi, Short, First-Person, Shooter, Aliens, Dystopian, Adventure, Futuristic, Benchmark, Atmospheric, Classic, Free to Play, Multiplayer, Silent Protagonist, Great Soundtrack, Post-apocalyptic",,2005-10-27,False,True,,False
360,13183,7.775847682621558,0.0,102509,0.10278388834104528,0,,,,Action,"Action, FPS, Multiplayer, Sci-fi, Shooter, First-Person, Classic, Remake",9.99,2006-05-01,False,True,9.99,True
380,13131,149.32975401721117,1.0,1960849,0.514126875333181,0,,,,Action,"FPS, Action, Sci-fi, Singleplayer, First-Person, Story Rich, Shooter, Classic, Adventure, Dystopian, Aliens, Zombies, Episodic, Atmospheric, Short, Great Soundtrack, Silent Protagonist, Puzzle, Cinematic, Moddable",7.99,2006-06-01,False,True,7.99,True
400,18571,278.71649345754133,148.0,5176044,0.8217651176565614,2,9.99,1.0,False,Action,"Puzzle, First-Person, Singleplayer, Sci-fi, Comedy, Female Protagonist, Action, Funny, Platformer, Story Rich, FPS, Physics, Short, Classic, Science, Adventure, Atmospheric, Dark Humor, Great Soundtrack, Strategy",9.99,2007-10-10,True,True,9.99,True
420,12918,197.8269081901223,0.0,2555528,0.46307477937761266,2,7.99,1.0,False,Action,"FPS, Action, Sci-fi, Singleplayer, Shooter, First-Person, Story Rich, Classic, Adventure, Aliens, Atmospheric, Zombies, Great Soundtrack, Silent Protagonist, Dystopian, Post-apocalyptic, Puzzle, Episodic, Horror, Multiplayer",7.99,2007-10-10,True,True,7.99,True
9340,6291,129.92767445557146,0.0,817375,0.2471785089810841,0,,,,,,,,False,False,,False
228200,7736,637.7762409513961,0.0,4933837,0.3702171664943123,0,,,,,,,,False,False,,False
11450,2775,142.510990990991,0.0,395468,0.44324324324324327,2,4.99,1.0,False,RPG,"RPG, Villain Protagonist, Third Person, Action, Comedy, Fantasy, Adventure, Funny, Singleplayer, Dark Humor, Action-Adventure, Strategy, Action RPG, Atmospheric, Puzzle, RTS, Open World, Hack and Slash, Multiplayer, Story Rich",4.99,2007-06-26,True,True,4.99,True
7940,1792,1358.53515625,393.5,2434495,0.9079241071428571,0,,,,Action,"FPS, Action, Multiplayer, Shooter, First-Person, Classic, Singleplayer, Military, War, PvP, Linear, Great Soundtrack, Modern, Story Rich, Co-op, Atmospheric, Moddable, Competitive, Controller, Zombies",19.99,2007-11-12,False,True,19.99,True
4700,3967,1269.7234686160828,32.0,5036993,0.5765061759516007,0,,,,Strategy,"Strategy, Medieval, Historical, Turn-Based Strategy, Grand Strategy, RTS, War, Tactical, Singleplayer, Multiplayer, Moddable, Turn-Based, Military, Real Time Tactics, Classic, Simulation, Action, Great Soundtrack, Sandbox, 4X",19.99,2006-11-15,False,True,19.99,True
12900,4510,382.2277161862528,114.0,1723847,0.9104212860310421,0,,,,Indie,"Music, Rhythm, Indie, Casual, Music-Based Procedural Generation, Colorful, Arcade, Singleplayer, Relaxing, Score Attack, Local Co-Op, Procedural Generation, Puzzle, Replay Value, Great Soundtrack, Local Multiplayer, Fast-Paced, Racing, Co-op, Action",9.99,2008-02-15,False,True,9.99,True
13250,940,25.551063829787235,0.0,24018,0.3074468085106383,0,,,,Action,"Classic, FPS, Action, Great Soundtrack, Sci-fi, Atmospheric, First-Person, Shooter, Singleplayer, Multiplayer, 1990's, Female Protagonist, Adventure, Fast-Paced, Co-op, Nudity, Horror",9.99,1998-04-30,False,True,9.99,True
16100,31,115.2258064516129,21.0,3572,0.8387096774193549,0,,,,"Casual, Simulation","Casual, Simulation",9.99,2006-07-14,False,True,9.99,True
15700,3007,87.81343531759228,2.0,264055,0.5314266711007649,0,,,,Adventure,"Platformer, Adventure, Classic, Puzzle, 2D, Singleplayer, Cult Classic, Dark, Funny, Comedy, Retro, Cinematic, Atmospheric, Difficult, Puzzle-Platformer, Action, Fantasy",2.99,1997-12-12,False,True,2.99,True
15710,1423,106.80604356992269,0.0,151985,0.42375263527758256,0,,,,Adventure,"Adventure, Platformer, 2D, Puzzle, Classic, Singleplayer, Cult Classic, Comedy, Funny, Dark, Retro, Action, 1990's, Puzzle-Platformer, Stealth",2.99,1998-11-17,False,True,2.99,True
17330,1621,112.58667489204196,0.0,182503,0.41024059222702036,0,,,,Action,"Action, FPS, Sci-fi, Shooter, Singleplayer, Aliens, Military, First-Person, Multiplayer, Benchmark, Stealth, Adventure, Open World, Futuristic",19.99,2008-09-17,False,True,19.99,True
17340,1621,28.611967921036396,0.0,46380,0.229487970388649,0,,,,,,,,False,False,,False
22000,2593,98.37022753567297,20.0,255074,0.7238719629772464,0,,,,Indie,"Puzzle, Indie, Physics, Singleplayer, Great Soundtrack, Casual, 2D, Comedy, Cute, Building, Atmospheric, Funny, Satire, Touch-Friendly, Strategy, Classic, Surreal, Story Rich, Difficult, Family Friendly",9.99,2008-10-13,False,True,9.99,True
500,6528,1991.124693627451,282.0,12998062,0.7824754901960784,2,19.99,1.0,False,Action,"Zombies, Co-op, FPS, Action, Multiplayer, Shooter, Online Co-Op, Team-Based, First-Person, Horror, Survival, Post-apocalyptic, Singleplayer, Atmospheric, Adventure, Tactical, Competitive, Moddable, Female Protagonist, Replay Value",19.99,2008-11-17,True,True,19.99,True
4560,7500,264.7201333333333,0.0,1985401,0.3916,0,,,,"Action, Strategy","Strategy, World War II, RTS, Multiplayer, Action, Military, Tactical, Singleplayer, War, Base Building, Historical, Tanks, Moddable, Co-op, Simulation, Classic, Violent, Team-Based, Adventure, Real-Time with Pause",19.99,2006-09-11,False,True,19.99,True
17460,3231,887.6883317858249,234.0,2868121,0.7997523986381925,1,19.99,1.0,False,"Action, RPG","RPG, Sci-fi, Story Rich, Action, Third-Person Shooter, Singleplayer, Space, Great Soundtrack, Third Person, Choices Matter, Female Protagonist, Shooter, Adventure, Real-Time with Pause, Open World, Character Customization, Atmospheric, Romance, Action RPG, Dark Fantasy",19.99,2008-05-28,True,True,19.99,True
10500,4215,2336.4168446026097,251.0,9847997,0.7587188612099645,0,,,,Strategy,"Strategy, Historical, Military, Grand Strategy, Turn-Based Strategy, War, Tactical, RTS, Multiplayer, Singleplayer, Turn-Based, America, Naval, Great Soundtrack, Action, Turn-Based Tactics, Real Time Tactics, Atmospheric, Adventure, Classic",19.99,2009-03-03,False,True,19.99,True
24740,7064,299.15373725934313,44.0,2113222,0.6884201585503964,1,19.99,1.0,False,Racing,"Racing, Open World, Multiplayer, Destruction, Great Soundtrack, Driving, Singleplayer, Arcade, Exploration, Sandbox, Action, Co-op, Controller, Sports, Fast-Paced, 3D Vision, Third Person, Funny, Online Co-Op, Simulation",19.99,2009-02-03,True,True,19.99,True
22200,1276,102.11206896551724,10.0,130295,0.5360501567398119,0,,,,"Action, Indie","Action, Indie, Surreal, Beat 'em up, FPS, Fighting, First-Person, Short, Singleplayer, Adventure, Fantasy, Atmospheric, Story Rich",9.99,2009-04-21,False,True,9.99,True
26800,2684,127.58420268256334,31.0,342436,0.6900149031296572,0,,,,"Casual, Indie, Strategy","Puzzle, Platformer, Indie, Time Manipulation, 2D, Singleplayer, Puzzle-Platformer, Great Soundtrack, Difficult, Time Travel, Casual, Strategy, Atmospheric, Classic, Story Rich, Side Scroller, Adventure, Action, Controller, Fantasy",14.99,2009-04-10,False,True,14.99,True
1250,14046,2117.16289335042,620.0,29737670,0.9346433148227253,2,19.99,1.0,False,Action,"FPS, Zombies, Co-op, Survival, Action, Multiplayer, Horror, Online Co-Op, Shooter, Gore, Team-Based, First-Person, Moddable, Survival Horror, Great Soundtrack, Singleplayer, Class-Based, Difficult, Comedy, Adventure",19.99,2009-05-14,True,True,19.99,True
35420,13834,8.597441087176522,0.0,118937,0.19827960098308514,0,,,,Action,"Mod, Action, FPS, Multiplayer",Free,2009-10-22,False,True,,False
3590,2610,1321.767816091954,262.0,3449814,0.8900383141762452,1,4.99,1.0,False,Strategy,"Tower Defense, Zombies, Strategy, Casual, Singleplayer, Comedy, Family Friendly, 2D, Puzzle, Indie, Cute, Great Soundtrack, Funny, Survival, Classic, Tactical, Touch-Friendly, Adventure, Post-apocalyptic, Action",4.99,2009-05-05,True,True,4.99,True
8880,819,41.38339438339438,0.0,33893,0.3089133089133089,0,,,,"RPG, Strategy","RPG, Strategy, Superhero, Real-Time with Pause, Singleplayer, Comic Book, Classic, Multiplayer, Tactical",4.99,2002-03-26,False,True,4.99,True
8890,770,16.802597402597403,0.0,12938,0.12467532467532468,0,,,,"RPG, Strategy","RPG, Strategy, Superhero, Real-Time with Pause",4.99,2005-03-08,False,True,4.99,True
23120,239,86.25523012552301,10.0,20615,0.6527196652719666,0,,,,,,,,False,False,,False
35700,3036,183.13010540184453,56.0,555983,0.689064558629776,2,14.99,1.0,False,"Action, Adventure, Indie","Platformer, Fantasy, Puzzle, Indie, Action, Local Co-Op, Co-op, Adventure, Puzzle-Platformer, Great Soundtrack, Singleplayer, Online Co-Op, Physics, Multiplayer, Casual, Female Protagonist, Atmospheric, 2D, 3D Vision, Local Multiplayer",14.99,2009-07-02,True,True,14.99,True
10140,77,119.25974025974025,25.0,9183,0.7662337662337663,0,,,,Sports,"Sports, Mini Golf, Golf, Local Multiplayer",9.99,2006-12-20,False,True,9.99,True
35010,161,1008.6086956521739,805.0,162386,0.9130434782608695,0,,,,,,,,False,False,,False
35140,7034,398.62055729314756,104.0,2803897,0.6667614444128519,0,,,,"Action, Adventure","Action, Batman, Stealth, Adventure, Third Person, Superhero, Singleplayer, Beat 'em up, Open World, Comic Book, Detective, Atmospheric, Story Rich, Fighting, Action-Adventure, Controller, Metroidvania, 3D Vision, Puzzle, Horror",19.99,2010-03-26,False,True,19.99,True
29180,1106,69.39692585895118,12.0,76753,0.6247739602169982,0,,,,"Indie, Casual","Indie, Casual, Puzzle, Singleplayer, Relaxing, Physics, Great Soundtrack, Strategy, Difficult, 2D, Atmospheric",9.99,2009-08-18,False,True,9.99,True
15520,507,209.37278106508876,21.0,106152,0.7435897435897436,0,,,,"Action, Indie, Sports","Action, Indie, First-Person, Sports, Score Attack, Funny, Singleplayer, Comedy, Dystopian, Cyberpunk, VR, Arcade",9.99,2009-09-03,False,True,9.99,True
32370,5831,491.5436460298405,34.0,2866191,0.68341622363231,0,,,,"Adventure, RPG","RPG, Star Wars, Sci-fi, Story Rich, Singleplayer, Classic, Party-Based RPG, Adventure, Real-Time with Pause, Third Person, Action, Choices Matter, Exploration, Fantasy, Atmospheric, Turn-Based, Space, Moddable, Great Soundtrack, Female Protagonist",9.99,2003-11-19,False,True,9.99,True
37700,56,617.625,420.5,34587,0.9821428571428571,0,,,,Action,"Action, FPS, Time Travel, World War I, Historical, World War II, First-Person",19.99,Sep 2009,False,True,19.99,True
6020,4299,305.0765294254478,19.0,1311524,0.5733891602698302,0,,,,Action,"Star Wars, Action, Sci-fi, Multiplayer, Third Person, Singleplayer, Classic, Character Customization, FPS, Moddable, Adventure, Shooter, Swordplay, First-Person, RPG, Third-Person Shooter, Hack and Slash, Great Soundtrack, Fighting, Female Protagonist",9.99,2003-09-16,False,True,9.99,True
24860,1394,728.416068866571,117.0,1015412,0.8493543758967002,0,,,,,,,,False,False,,False
39530,833,100.40816326530613,0.0,83640,0.49819927971188477,0,,,,,,,,False,False,,False
550,36661,2760.1924661083985,817.0,101191416,0.9420092196066665,2,19.99,1.0,False,Action,"Zombies, Co-op, FPS, Multiplayer, Action, Online Co-Op, Shooter, Survival, First-Person, Horror, Team-Based, Moddable, Gore, Survival Horror, Post-apocalyptic, Singleplayer, Adventure, Local Co-Op, Tactical, Replay Value",19.99,2009-11-16,True,True,19.99,True
223530,36661,3.837374867024904,0.0,140682,0.036114672267532254,0,,,,,,,,False,False,,False
8980,9025,1261.171191135734,420.0,11382070,0.8167313019390582,2,19.99,1.0,False,"Action, RPG","FPS, RPG, Co-op, Action, Loot, Online Co-Op, Shooter, First-Person, Open World, Multiplayer, Comedy, Sci-fi, Post-apocalyptic, Singleplayer, Action RPG, Funny, Adventure, Dark Humor, Gore, Local Co-Op",19.99,2009-10-26,True,True,19.99,True
41500,3188,549.0799874529486,154.0,1750467,0.7804265997490589,0,,,,RPG,"RPG, Action RPG, Hack and Slash, Dungeon Crawler, Fantasy, Singleplayer, Loot, Indie, Moddable, Action, Adventure, Cartoon, Magic, Female Protagonist, Isometric, Exploration, Steampunk, Co-op",14.99,2009-10-27,False,True,14.99,True
20900,5890,419.9993208828523,40.0,2473796,0.6853989813242785,1,9.99,1.0,False,"Action, RPG","RPG, Fantasy, Story Rich, Mature, Third Person, Singleplayer, Choices Matter, Action, Nudity, Adventure, Dark Fantasy, Based On A Novel, Atmospheric, Great Soundtrack, Open World, Multiple Endings, Medieval, Action RPG, Magic, Classic",9.99,2008-09-16,True,True,9.99,True
10180,5907,928.4188251227357,322.0,5484170,0.8503470458777721,0,,,,Action,"Action, FPS, Multiplayer, Shooter, First-Person, Singleplayer, War, Co-op, Military, Online Co-Op, PvP, Great Soundtrack, Adventure, Story Rich, Atmospheric, Linear, Tactical, Strategy, Moddable, Zombies",19.99,2009-11-12,False,True,19.99,True
10190,5907,6421.318266463518,1131.0,37930727,0.9346538005755883,0,,,,,,,,False,False,,False
17450,1743,1459.4509466437178,40.0,2543823,0.5754446356855996,0,,,,RPG,"RPG, Fantasy, Story Rich, Multiple Endings, Singleplayer, Real-Time with Pause, Adventure, Atmospheric, Dark Fantasy, Choices Matter, Tactical, Character Customization, Party-Based RPG, Open World, Dragons, Romance, Third Person, Female Protagonist, Loot, Action",19.99,2009-11-06,False,True,19.99,True
3170,520,220.98653846153846,0.0,114913,0.27115384615384613,0,,,,"RPG, Strategy","RPG, Turn-Based Strategy, Strategy, Fantasy, Female Protagonist, Hex Grid, Turn-Based, Adventure, Tactical, Singleplayer, Open World",9.99,2009-11-19,False,True,9.99,True
25900,586,420.73890784982933,0.0,246553,0.3430034129692833,0,,,,"RPG, Strategy","RPG, Strategy, Turn-Based Strategy, Fantasy, Turn-Based, Adventure, Hex Grid, Tactical, Tactical RPG, Singleplayer, Atmospheric, Turn-Based Combat, Great Soundtrack, Classic, Open World",6.99,2008-09-23,False,True,6.99,True
31410,478,212.2866108786611,53.0,101473,0.8493723849372385,0,,,,,,,,False,False,,False
24980,4268,1018.5660731021555,33.0,4347240,0.5515463917525774,1,29.99,1.0,False,RPG,"RPG, Sci-fi, Story Rich, Action, Third-Person Shooter, Space, Singleplayer, Great Soundtrack, Adventure, Cinematic, Choices Matter, Third Person, Shooter, Female Protagonist, Atmospheric, Romance, Character Customization, Real-Time with Pause, Action RPG, Classic",19.99,2010-01-26,True,True,29.99,True
8850,8907,163.4579544178736,0.0,1455920,0.4077691703154822,1,19.99,1.0,False,Action,"FPS, Action, Singleplayer, Story Rich, Atmospheric, Horror, Shooter, First-Person, Steampunk, Sci-fi, Multiplayer, Underwater, Dystopian, Adventure, RPG, Dark, Great Soundtrack, Action RPG, Philisophical, Linear",19.99,2010-02-09,True,True,19.99,True
409720,8907,0.8703267093297407,0.0,7752,0.010441226002020883,0,,,,"Action, RPG","Action, RPG, FPS, Singleplayer, Sci-fi, Horror, First-Person, Adventure, Shooter, Atmospheric, Story Rich, Dystopian, Multiplayer, Steampunk, Great Soundtrack, Underwater",19.99,2016-09-15,False,True,19.99,True
46000,175,48.12571428571429,10.0,8422,0.5828571428571429,0,,,,"Adventure, Indie","Indie, Adventure, Puzzle, Physics",6.99,2010-01-22,False,True,6.99,True
33230,3538,898.6591294516676,217.0,3179456,0.7679479932165065,0,,,,"Action, Adventure","Action, Open World, Adventure, Parkour, Stealth, Assassin, Third Person, Historical, Story Rich, Singleplayer, Great Soundtrack, Atmospheric, Conspiracy, Action-Adventure, Classic, Multiplayer, Controller, Alternate History, Sandbox, Sci-fi",19.99,2010-03-09,False,True,19.99,True
20820,960,56.547916666666666,7.0,54286,0.5489583333333333,0,,,,"Action, Indie","Great Soundtrack, Indie, Arcade, Action, Local Co-Op, Fast-Paced, Co-op, Singleplayer, Stylized, Psychedelic, Rhythm, Sci-fi, Space, Local Multiplayer, Casual, Adventure",9.99,2010-03-15,False,True,9.99,True
47700,662,314.2296072507553,75.5,208020,0.7658610271903323,1,19.99,1.0,False,Strategy,"Strategy, RTS, Multiplayer, Sci-fi, Co-op",19.99,2010-03-16,True,True,19.99,True
24960,4796,2882.853836530442,599.0,13826167,0.9430775646371977,1,19.99,1.0,False,Action,"FPS, Multiplayer, Action, Shooter, Team-Based, War, First-Person, Military, Destruction, Singleplayer, Tactical, Co-op, Atmospheric, Comedy, Classic, Open World, Strategy, Adventure, Simulation, Sandbox",19.99,2010-03-02,True,True,19.99,True
43110,11122,232.1410717496853,28.0,2581873,0.6241683150512498,0,,,,,,,,False,False,,False
8190,16086,830.4220440134278,173.0,13358169,0.8542832276513739,1,14.99,1.0,False,"Action, Adventure","Open World, Action, Sandbox, Third Person, Multiplayer, Adventure, Third-Person Shooter, Shooter, Singleplayer, Exploration, Destruction, Funny, Moddable, Co-op, Atmospheric, 3D Vision, Physics, Comedy, Massively Multiplayer, FPS",14.99,2010-03-23,True,True,14.99,True
49600,1678,292.47794994040527,122.5,490778,0.8575685339690108,0,,,,"Action, Casual, Indie","Music, Indie, Shoot 'Em Up, Action, Music-Based Procedural Generation, Twin Stick Shooter, Rhythm, Casual, Colorful, Co-op, Shooter, Multiplayer, Bullet Hell, Singleplayer, Arcade, Local Co-Op, Space, Replay Value, Great Soundtrack, 2D",9.99,2010-04-15,False,True,9.99,True
31220,1529,36.97122302158273,0.0,56529,0.20994113799869196,1,4.0,1.0,False,,,,,True,False,4.0,True
31230,1529,23.655330281229563,0.0,36169,0.10464355788096795,1,4.0,1.0,False,,,,,True,False,4.0,True
31240,1529,21.206671026814913,0.0,32425,0.08894702419882276,1,4.0,1.0,False,,,,,True,False,4.0,True
31250,1529,18.78809679529104,0.0,28727,0.07979071288423806,1,4.0,1.0,False,,,,,True,False,4.0,True
31260,1529,14.258992805755396,0.0,21802,0.07521255722694571,1,4.0,1.0,False,,,,,True,False,4.0,True
21090,3555,97.31195499296766,0.0,345944,0.39943741209563993,0,,,,Action,"Horror, FPS, Action, Bullet Time, Classic, Singleplayer, Atmospheric, Shooter, Gore, First-Person, Story Rich, Sci-fi, Dark, Psychological Horror, Great Soundtrack, Survival Horror, Adventure",54.99,2005-10-17,False,True,54.99,True
21110,3555,16.78790436005626,0.0,59681,0.10886075949367088,0,,,,,,,,False,False,,False
21120,3555,17.968213783403655,0.0,63877,0.08776371308016878,0,,,,,,,,False,False,,False
49400,214,1096.0934579439252,491.0,234564,0.9626168224299065,0,,,,,,,,False,False,,False
33910,14500,282.3731724137931,30.0,4094411,0.852,0,,,,,,,,False,False,,False
33930,14927,2673.759630200308,188.0,39911210,0.9063442084812755,0,,,,"Action, Simulation, Strategy","Simulation, Action, Military, Multiplayer, Strategy, Tactical, Realistic, Shooter, FPS, Open World, Moddable, War, First-Person, Team-Based, Singleplayer, Co-op, Sandbox, Modern, Difficult, Third Person",19.99,2010-06-29,False,True,19.99,True
219540,14922,91.14756735022115,0.0,1360104,0.24755394719206542,0,,,,,,,,False,False,,False
17410,10729,265.96234504613665,90.0,2853510,0.7637244850405444,0,,,,"Action, Adventure","Parkour, First-Person, Action, Female Protagonist, Singleplayer, Great Soundtrack, Adventure, Platformer, Atmospheric, Dystopian, Stylized, Sci-fi, Futuristic, FPS, Time Attack, Cyberpunk, Puzzle, Colorful, Classic, Short",19.99,2009-01-13,False,True,19.99,True
205790,49136,11.04581162487789,0.0,542747,0.07367307066102247,0,,,,,,,,False,False,,False
50130,4260,655.5408450704225,121.0,2792604,0.6431924882629108,0,,,,Action,"Action, Open World, Crime, Story Rich, Atmospheric, Singleplayer, Third Person, Third-Person Shooter, Shooter, Great Soundtrack, Adventure, America, Driving, Music, Classic, Nudity, Multiplayer, Sandbox, 3D Vision, RPG",29.99,2011-03-22,False,True,29.99,True
62100,261,229.44061302681993,34.0,59884,0.6590038314176245,0,,,,Casual,"Casual, Puzzle, Music, Rhythm, Great Soundtrack, Indie, Singleplayer",4.99,2010-09-06,False,True,4.99,True
31280,7583,256.0991691942503,154.0,1942000,0.8938414875379137,1,4.99,1.0,False,"Casual, Sports","Card Game, Casual, Comedy, Singleplayer, Funny, Strategy, Sports, Gambling, Simulation, Conversation, Touch-Friendly, Indie, Multiplayer, First-Person, Point & Click, Memes, Action",4.99,2010-11-22,True,True,4.99,True
57300,8459,167.74204988769358,18.0,1418930,0.6144934389407731,0,,,,"Action, Adventure, Indie","Horror, First-Person, Atmospheric, Survival Horror, Indie, Adventure, Dark, Singleplayer, Stealth, Puzzle, Survival, Psychological Horror, Gothic, Action, Story Rich, Exploration, Great Soundtrack, Lovecraftian, Classic, Moddable",19.99,2010-09-08,False,True,19.99,True
21970,751,1687.6870838881491,362.0,1267453,0.8095872170439414,0,,,,,,,,False,False,,False
