bundle_id,item_id,item_name,item_price,genre,item_url
1466,527838,Naruto Shippuden Uncut: Hero of the Hidden Leaf,1.99,,http://store.steampowered.com/app/527838
1466,527839,Naruto Shippuden Uncut: Rookie Teacher Iruka,1.99,,http://store.steampowered.com/app/527839
1466,527840,Naruto Shippuden Uncut: Iruka's Ordeal,1.99,,http://store.steampowered.com/app/527840
1466,527841,Naruto Shippuden Uncut: Iruka's Decision,1.99,,http://store.steampowered.com/app/527841
1466,527842,"Naruto Shippuden Uncut: Kakashi Hatake, The Jonin in Charge",1.99,,http://store.steampowered.com/app/527842
1478,33720,Paws and Claws: Pet Vet,6.99,"Casual, Simulation",http://store.steampowered.com/app/33720
1478,33710,Paws and Claws: Pet School,6.99,"Casual, Simulation",http://store.steampowered.com/app/33710
1478,33700,Paws and Claws: Pampered Pets,6.99,"Casual, Simulation",http://store.steampowered.com/app/33700
1478,12660,Miss Popularity,6.99,"Casual, Simulation",http://store.steampowered.com/app/12660
1478,12650,Fetch It Again,6.99,"Casual, Simulation",http://store.steampowered.com/app/12650
1478,33760,The Search for Amelia Earhart,6.99,Casual,http://store.steampowered.com/app/33760
1478,12540,Mahjongg Investigations: Under Suspicion,9.99,Casual,http://store.steampowered.com/app/12540
1478,12560,Ride! Carnival Tycoon,9.99,Simulation,http://store.steampowered.com/app/12560
1478,12670,Mission Runway,9.99,Simulation,http://store.steampowered.com/app/12670
1482,38700,Toki Tori,4.99,"Casual, Indie",http://store.steampowered.com/app/38700
1482,201420,Toki Tori 2+,14.99,"Adventure, Casual, Indie",http://store.steampowered.com/app/201420
1482,38720,RUSH,4.99,"Strategy, Indie, Casual",http://store.steampowered.com/app/38720
1482,38740,EDGE,7.99,"Action, Indie",http://store.steampowered.com/app/38740
1396,417630,The Expendables,13.99,,http://store.steampowered.com/app/417630
1396,417640,The Expendables 2,13.99,,http://store.steampowered.com/app/417640
1396,468750,The Expendables 3,13.99,,http://store.steampowered.com/app/468750
1400,509840,El Ninja,0.99,"Casual, Indie",http://store.steampowered.com/app/509840
1400,524020,El Ninja - Soundtrack,0.99,"Casual, Indie",http://store.steampowered.com/app/524020
1471,514160,18 Wheels of Steel: Across America,9.99,Simulation,http://store.steampowered.com/app/514160
1471,514170,18 Wheels of Steel: Convoy,9.99,Simulation,http://store.steampowered.com/app/514170
1471,514180,18 Wheels of Steel: Haulin’,7.49,Simulation,http://store.steampowered.com/app/514180
1472,528340,Naruto Shippuden Uncut: Inari's Courage Put to the Test,1.99,,http://store.steampowered.com/app/528340
1472,528341,Naruto Shippuden Uncut: Naruto's School of Revenge,1.99,,http://store.steampowered.com/app/528341
1472,528342,Naruto Shippuden Uncut: Gaara's Bond,1.99,,http://store.steampowered.com/app/528342
1472,528343,Naruto Shippuden Uncut: Naruto: Outbreak,1.99,,http://store.steampowered.com/app/528343
1472,528344,Naruto Shippuden Uncut: Deploy! Team Tenten,1.99,,http://store.steampowered.com/app/528344
1472,528345,Naruto Shippuden Uncut: Animal District,1.99,,http://store.steampowered.com/app/528345
1472,528346,"Naruto Shippuden Uncut: Ah, the Medicine of Youth",1.99,,http://store.steampowered.com/app/528346
1472,528347,Naruto Shippuden Uncut: Gutsy Master and Student: The Training,1.99,,http://store.steampowered.com/app/528347
1472,528348,Naruto Shippuden Uncut: Record of the Gutsy Ninja Master and Student,1.99,,http://store.steampowered.com/app/528348
1472,528349,Naruto Shippuden Uncut: Sasuke's Paw Encyclopedia,1.99,,http://store.steampowered.com/app/528349
1472,528350,Naruto Shippuden Uncut: Naruto and the Old Soldier,1.99,,http://store.steampowered.com/app/528350
1472,528351,Naruto Shippuden Uncut: Kakashi Love Song,1.99,,http://store.steampowered.com/app/528351
1472,528352,Naruto Shippuden Uncut: Neji Chronicles,1.99,,http://store.steampowered.com/app/528352
1477,371200,Halcyon 6: Starbase Commander,16.99,"Indie, RPG, Simulation, Strategy",http://store.steampowered.com/app/371200
1477,528490,Halcyon 6: Starbase Commander - Soundtrack,9.99,"Indie, RPG, Simulation, Strategy",http://store.steampowered.com/app/528490
1284,507380,Black Sand Drift,0.84,"Casual, Indie",http://store.steampowered.com/app/507380
1284,517560,Black Sand Drift Collector's Edition Content,1.69,"Casual, Indie",http://store.steampowered.com/app/517560
1468,11450,Overlord™,4.99,RPG,http://store.steampowered.com/app/11450
1468,12750,GRID™,14.99,Racing,http://store.steampowered.com/app/12750
1468,12770,Rise of the Argonauts,9.99,RPG,http://store.steampowered.com/app/12770
1468,11590,Hospital Tycoon,4.99,Simulation,http://store.steampowered.com/app/11590
1468,11560,Maelstrom: The Battle for Earth Begins,4.99,Strategy,http://store.steampowered.com/app/11560
1468,12790,Damnation,9.99,"Action, Adventure",http://store.steampowered.com/app/12790
1468,12810,Overlord II,9.99,RPG,http://store.steampowered.com/app/12810
1468,12830,Operation Flashpoint: Dragon Rising,9.99,Action,http://store.steampowered.com/app/12830
1468,12710,Overlord™: Raising Hell,9.99,RPG,http://store.steampowered.com/app/12710
1468,44310,F1 2010™,9.99,"Racing, Simulation, Sports",http://store.steampowered.com/app/44310
1468,44340,Operation Flashpoint: Red River,9.99,"Action, Strategy",http://store.steampowered.com/app/44340
1468,44360,F1 2011,14.99,"Racing, Simulation, Sports",http://store.steampowered.com/app/44360
1468,201700,DiRT Showdown,14.99,"Action, Racing, Sports",http://store.steampowered.com/app/201700
1468,208500,F1 2012™,19.99,"Racing, Simulation, Sports",http://store.steampowered.com/app/208500
1468,220801,F1 Race Stars - Europe Track DLC,4.99,Racing,http://store.steampowered.com/app/220801
1468,203680,F1 RACE STARS™,14.99,Racing,http://store.steampowered.com/app/203680
1468,220802,F1 Race Stars - Games Accessory Pack,0.99,Racing,http://store.steampowered.com/app/220802
1468,220803,F1 Race Stars - Music Accessory Pack,0.99,Racing,http://store.steampowered.com/app/220803
1468,220804,F1 Race Stars - Princess Accessory Pack,0.99,Racing,http://store.steampowered.com/app/220804
1468,220805,F1 Race Stars - Science Accessory Pack,0.99,Racing,http://store.steampowered.com/app/220805
1468,220806,F1 Race Stars - Nature Accessory Pack,0.99,Racing,http://store.steampowered.com/app/220806
1468,220807,F1 Race Stars - Monster Accessory Pack,0.99,Racing,http://store.steampowered.com/app/220807
1468,220809,F1 Race Stars - Holiday Accessory Pack,0.99,Racing,http://store.steampowered.com/app/220809
1468,220812,F1 Race Stars - Canada Track,4.99,Racing,http://store.steampowered.com/app/220812
1468,220813,F1 Race Stars - China Track,4.99,Racing,http://store.steampowered.com/app/220813
1468,220811,F1 Race Stars - India Track,4.99,Racing,http://store.steampowered.com/app/220811
1468,221165,GRID 2 - Super Modified Pack,5.99,"Racing, Sports",http://store.steampowered.com/app/221165
1468,44350,GRID 2,29.99,"Racing, Sports",http://store.steampowered.com/app/44350
1468,221162,GRID 2 - GTR Racing Pack,4.99,"Racing, Sports",http://store.steampowered.com/app/221162
1468,221160,GRID 2 - McLaren Racing Pack,6.99,"Racing, Sports",http://store.steampowered.com/app/221160
1468,221164,GRID 2 - Headstart Pack,4.99,"Racing, Sports",http://store.steampowered.com/app/221164
1468,221161,GRID 2 - IndyCar Pack,6.99,"Racing, Sports",http://store.steampowered.com/app/221161
1468,221168,GRID 2 - Car Unlock Pack,4.99,"Racing, Sports",http://store.steampowered.com/app/221168
1468,221167,GRID 2 - Drift Pack,5.99,"Racing, Sports",http://store.steampowered.com/app/221167
1468,221166,GRID 2 - Peak Performance Pack,4.99,"Racing, Sports",http://store.steampowered.com/app/221166
1468,255220,GRID Autosport,39.99,"Racing, Sports",http://store.steampowered.com/app/255220
1468,255690,GRID 2 - Spa-Francorchamps Track Pack,9.99,"Racing, Sports",http://store.steampowered.com/app/255690
1468,255691,GRID 2 - Bathurst Track Pack,9.99,"Racing, Sports",http://store.steampowered.com/app/255691
1468,255692,GRID 2 - Classic GRID Pack,2.99,"Racing, Sports",http://store.steampowered.com/app/255692
1468,282090,GRID Autosport - Black Edition Pack,4.99,"Racing, Sports",http://store.steampowered.com/app/282090
1468,282091,GRID Autosport - Boost Pack,2.99,"Racing, Sports",http://store.steampowered.com/app/282091
1468,282092,GRID Autosport - Premium Garage Pack,6.99,"Racing, Sports",http://store.steampowered.com/app/282092
1468,286570,F1 2015,54.99,"Racing, Sports",http://store.steampowered.com/app/286570
1468,287260,Toybox Turbos,14.99,Racing,http://store.steampowered.com/app/287260
1468,287340,Colin McRae Rally,6.99,"Racing, Sports",http://store.steampowered.com/app/287340
1468,289020,GRID Autosport - Best of British Pack,2.99,"Racing, Sports",http://store.steampowered.com/app/289020
1468,289021,GRID Autosport - Coupé Style Pack,2.99,"Racing, Sports",http://store.steampowered.com/app/289021
1468,289022,GRID Autosport - Sprint Pack,5.99,"Racing, Sports",http://store.steampowered.com/app/289022
1468,289023,GRID Autosport - Road & Track Car Pack,2.99,"Racing, Sports",http://store.steampowered.com/app/289023
1468,289024,GRID Autosport - Touring Legends Pack,12.99,"Racing, Sports",http://store.steampowered.com/app/289024
1468,289025,GRID Autosport - Drag Pack,4.99,,http://store.steampowered.com/app/289025
1468,310560,DiRT Rally,59.99,"Racing, Simulation, Sports",http://store.steampowered.com/app/310560
1468,226580,F1 2014,29.99,"Racing, Sports",http://store.steampowered.com/app/226580
1468,321040,DiRT 3 Complete Edition,29.99,"Racing, Simulation, Sports",http://store.steampowered.com/app/321040
1468,391040,F1 2016,59.99,"Racing, Simulation, Sports",http://store.steampowered.com/app/391040
1468,306670,Overlord: Fellowship of Evil,18.99,"Action, Adventure",http://store.steampowered.com/app/306670
1225,436520,Line of Sight,9.99,"Action, Early Access",http://store.steampowered.com/app/436520
1225,520900,Line of Sight - Founders Pack,69.99,Action,http://store.steampowered.com/app/520900
1455,357070,UBERMOSH,1.99,"Action, Indie",http://store.steampowered.com/app/357070
1455,366420,UBERMOSH: Original Soundtrack,0.51,"Action, Indie",http://store.steampowered.com/app/366420
1455,444940,UBERMOSH:BLACK,2.99,"Action, Indie",http://store.steampowered.com/app/444940
1455,515570,UBERMOSH Vol.3,2.99,"Action, Indie",http://store.steampowered.com/app/515570
1455,527000,SWARMRIDERS: Original Soundtrack,0.59,"Action, Indie",http://store.steampowered.com/app/527000
1419,525790,Naruto Shippuden Uncut: The Serpent's Pupil,1.99,,http://store.steampowered.com/app/525790
1419,525791,Naruto Shippuden Uncut: Eye of the Hawk,1.99,,http://store.steampowered.com/app/525791
1419,525792,Naruto Shippuden Uncut: Zabuza's Blade,1.99,,http://store.steampowered.com/app/525792
1419,525793,Naruto Shippuden Uncut: Guardian of the Iron Wall,1.99,,http://store.steampowered.com/app/525793
1419,525794,Naruto Shippuden Uncut: Jugo of the Northern Hideout,1.99,,http://store.steampowered.com/app/525794
1419,525795,Naruto Shippuden Uncut: S10E06,1.99,,http://store.steampowered.com/app/525795
1419,525796,Naruto Shippuden Uncut: S10E07,1.99,,http://store.steampowered.com/app/525796
1419,525797,Naruto Shippuden Uncut: Kakashi Chronicles - A Boy's Life on the Battlefield - Part 2,1.99,,http://store.steampowered.com/app/525797
1419,525798,Naruto Shippuden Uncut: S10E09,1.99,,http://store.steampowered.com/app/525798
1419,525799,Naruto Shippuden Uncut: The Hunt,1.99,,http://store.steampowered.com/app/525799
1419,525800,Naruto Shippuden Uncut: Clash!,1.99,,http://store.steampowered.com/app/525800
1419,525801,Naruto Shippuden Uncut: Art,1.99,,http://store.steampowered.com/app/525801
1419,525802,Naruto Shippuden Uncut: Disappearance,1.99,,http://store.steampowered.com/app/525802
1419,525803,Naruto Shippuden Uncut: Twilight,1.99,,http://store.steampowered.com/app/525803
1421,525830,Naruto Shippuden Uncut: Truth,1.99,,http://store.steampowered.com/app/525830
1421,525831,Naruto Shippuden Uncut: Battle of Unraikyo,1.99,,http://store.steampowered.com/app/525831
1421,525832,Naruto Shippuden Uncut: The Eight Tails vs Sasuke,1.99,,http://store.steampowered.com/app/525832
1421,525833,Naruto Shippuden Uncut: Wanderer,1.99,,http://store.steampowered.com/app/525833
1421,525834,Naruto Shippuden Uncut: Successor of the Forbidden Jutsu,1.99,,http://store.steampowered.com/app/525834
1421,525835,Naruto Shippuden Uncut: The Successor's Wish,1.99,,http://store.steampowered.com/app/525835
1421,525836,Naruto Shippuden Uncut: Rogue Ninja's Past,1.99,,http://store.steampowered.com/app/525836
1421,525837,Naruto Shippuden Uncut: Heir to Darkness,1.99,,http://store.steampowered.com/app/525837
1421,525838,Naruto Shippuden Uncut: Separation,1.99,,http://store.steampowered.com/app/525838
1421,525839,Naruto Shippuden Uncut: The Forbidden Jutsu Released,1.99,,http://store.steampowered.com/app/525839
1421,525840,Naruto Shippuden Uncut: Master and Student,1.99,,http://store.steampowered.com/app/525840
1421,525841,Naruto Shippuden Uncut: Somber News,1.99,,http://store.steampowered.com/app/525841
1421,525842,Naruto Shippuden Uncut: Following the Master's Shadow,1.99,,http://store.steampowered.com/app/525842
1433,526200,Naruto Shippuden Uncut: Decryption,1.99,,http://store.steampowered.com/app/526200
1433,526201,Naruto Shippuden Uncut: The First Challenge,1.99,,http://store.steampowered.com/app/526201
1433,526202,Naruto Shippuden Uncut: Surpassing the Master,1.99,,http://store.steampowered.com/app/526202
1433,526203,Naruto Shippuden Uncut: Assault on the Leaf Village!,1.99,,http://store.steampowered.com/app/526203
1433,526204,Naruto Shippuden Uncut: Power to Believe,1.99,,http://store.steampowered.com/app/526204
1433,526205,Naruto Shippuden Uncut: Pain vs Kakashi,1.99,,http://store.steampowered.com/app/526205
1433,526206,Naruto Shippuden Uncut: Mystery of Pain,1.99,,http://store.steampowered.com/app/526206
1433,526207,"Naruto Shippuden Uncut: Surname is Sarutobi! Given Name, Konohamaru!",1.99,,http://store.steampowered.com/app/526207
1433,526208,Naruto Shippuden Uncut: Pain to the World,1.99,,http://store.steampowered.com/app/526208
1433,526209,Naruto Shippuden Uncut: Explosion! Sage Mode,1.99,,http://store.steampowered.com/app/526209
1433,526210,Naruto Shippuden Uncut: Danger! Sage Mode Limit Reached,1.99,,http://store.steampowered.com/app/526210
1433,526211,"Naruto Shippuden Uncut: Nine Tails, Captured!",1.99,,http://store.steampowered.com/app/526211
1433,526212,Naruto Shippuden Uncut: Confessions,1.99,,http://store.steampowered.com/app/526212
1420,525810,"Naruto Shippuden Uncut: Tales of a Gutsy Ninja: Jiraiya Ninja Scrolls, Part 1",1.99,,http://store.steampowered.com/app/525810
1420,525811,"Naruto Shippuden Uncut: Tales of a Gutsy Ninja : Jiraiya Ninja Scrolls, Part 2",1.99,,http://store.steampowered.com/app/525811
1420,525812,Naruto Shippuden Uncut: Infiltrate! The Village Hidden in the Rain,1.99,,http://store.steampowered.com/app/525812
1420,525813,Naruto Shippuden Uncut: The Man Who Became God,1.99,,http://store.steampowered.com/app/525813
1420,525814,Naruto Shippuden Uncut: Honored Sage Mode!,1.99,,http://store.steampowered.com/app/525814
1420,525815,"Naruto Shippuden Uncut: In Attendance, The Six Paths of Pain",1.99,,http://store.steampowered.com/app/525815
1420,525816,Naruto Shippuden Uncut: The Tale of Jiraiya the Gallant,1.99,,http://store.steampowered.com/app/525816
1420,525817,Naruto Shippuden Uncut: Banquet Invitation,1.99,,http://store.steampowered.com/app/525817
1420,525818,Naruto Shippuden Uncut: The Longest Moment...,1.99,,http://store.steampowered.com/app/525818
1420,525819,Naruto Shippuden Uncut: The Light & Dark of the Mangekyo Sharingan,1.99,,http://store.steampowered.com/app/525819
1420,525820,Naruto Shippuden Uncut: Amaterasu!,1.99,,http://store.steampowered.com/app/525820
1420,525821,Naruto Shippuden Uncut: The End,1.99,,http://store.steampowered.com/app/525821
1420,525822,Naruto Shippuden Uncut: The Mystery of Tobi,1.99,,http://store.steampowered.com/app/525822
1420,525823,Naruto Shippuden Uncut: Fate,1.99,,http://store.steampowered.com/app/525823
1011,401190,Dinosaur Hunt,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/401190
1011,440730,Survival Zombies The Inverted Evolution,4.99,"Action, Adventure, Indie, Simulation, Early Access",http://store.steampowered.com/app/440730
1011,434942,Dinosaur Hunt - Brontosaurus Expansion Pack,0.49,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434942
1011,434944,Dinosaur Hunt - WW2 War Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434944
1011,431190,"Dinosaur Hunt - Vampires, Gargoyles, Mutants Hunter Expansion Pack",0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/431190
1011,434941,Dinosaur Hunt - Guns Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434941
1011,434943,Dinosaur Hunt - Wild West Guns Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434943
1011,408100,Dinosaur Hunt - Stegosaurus Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/408100
1011,408102,Dinosaur Hunt - Dragon Hunter Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/408102
1011,408101,Dinosaur Hunt - Carnotaurus Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/408101
1011,431191,Dinosaur Hunt - Giant Spiders Hunter Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/431191
1011,434940,Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434940
419,401190,Dinosaur Hunt,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/401190
419,408100,Dinosaur Hunt - Stegosaurus Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/408100
419,408101,Dinosaur Hunt - Carnotaurus Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/408101
419,408102,Dinosaur Hunt - Dragon Hunter Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/408102
419,431190,"Dinosaur Hunt - Vampires, Gargoyles, Mutants Hunter Expansion Pack",0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/431190
419,431191,Dinosaur Hunt - Giant Spiders Hunter Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/431191
419,434940,Dinosaur Hunt - Medieval Knights Hunter Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434940
419,434941,Dinosaur Hunt - Guns Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434941
419,434942,Dinosaur Hunt - Brontosaurus Expansion Pack,0.49,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434942
419,434943,Dinosaur Hunt - Wild West Guns Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434943
419,434944,Dinosaur Hunt - WW2 War Expansion Pack,0.99,"Action, Adventure, Indie, Simulation",http://store.steampowered.com/app/434944
1460,265120,Meridian: New World,6.99,"Indie, Strategy",http://store.steampowered.com/app/265120
1460,288240,Meridian: New World Video and Soundtrack,6.99,"Indie, Strategy",http://store.steampowered.com/app/288240
1460,451400,Meridian: Squad 22,14.99,"Action, Indie, Strategy",http://store.steampowered.com/app/451400
1460,486960,Meridian: Squad 22 - Soundtrack,1.99,"Action, Indie, Strategy",http://store.steampowered.com/app/486960
317,428430,Endorlight,2.99,"Adventure, Casual, Indie",http://store.steampowered.com/app/428430
317,450730,Endorlight - Soundtrack,0.99,"Adventure, Casual, Indie",http://store.steampowered.com/app/450730
1379,350200,Revolution 60,9.99,Adventure,http://store.steampowered.com/app/350200
1379,470180,Revolution 60: Special Edition,4.99,Adventure,http://store.steampowered.com/app/470180
1385,353640,Train Valley,9.99,"Casual, Indie, Simulation, Strategy",http://store.steampowered.com/app/353640
1385,369990,"Gremlins, Inc.",14.99,"Indie, Strategy",http://store.steampowered.com/app/369990
1137,465780,New Retro Arcade: Neon,19.99,"Action, Adventure, Casual, Indie, Racing, Simulation, Sports",http://store.steampowered.com/app/465780
1137,494570,New Retro Arcade: Neon - Official Soundtrack,9.99,"Action, Adventure, Casual, Racing, Simulation, Sports",http://store.steampowered.com/app/494570
279,293180,Overcast - Walden and the Werewolf,0.99,"Action, Adventure, Indie",http://store.steampowered.com/app/293180
279,303390,Dead Bits,0.99,"Action, Casual, Indie",http://store.steampowered.com/app/303390
279,306160,Dead Bits (Soundtrack),0.99,"Action, Casual, Indie",http://store.steampowered.com/app/306160
279,343360,Particula,0.99,"Casual, Indie, Strategy",http://store.steampowered.com/app/343360
279,448070,Red Risk,0.99,"Action, Casual, Indie, Strategy",http://store.steampowered.com/app/448070
279,450470,Red Risk (Soundtrack),1.99,Casual,http://store.steampowered.com/app/450470
1440,485660,Karma Miwa,2.99,"Action, Adventure, Casual, Indie",http://store.steampowered.com/app/485660
1440,485920,Neon Warp,2.99,"Action, Casual, Indie",http://store.steampowered.com/app/485920
1440,487330,Totally Unbalanced,3.99,"Action, Adventure, Casual, Indie, Racing",http://store.steampowered.com/app/487330
