bundle_id,n_bundle_items,items_in_panel,panel_coverage,users_own_all,users_own_any,avg_playtime_overlap,bundle_name,n_items,final_price,implied_discount_rate
1085,2,2,1.0,1,13,1042.2307692307693,Hanako Yuri Bundle,2,27.98,0.2001143510577472
1100,2,2,1.0,190,11259,1003.196020961009,New World Collection,2,21.23,0.1501200960768613
1102,4,4,1.0,2,2,866.5,Kindred Spirits on the Roof Drama CD Collection,4,41.36,0.1000870322019147
1103,5,5,1.0,2,28,1021.0,Kindred Spirits Complete Collection,5,72.85,0.1000617665225448
1104,2,1,0.5,0,30,72.3,Dungeon Escape - Soundtrack Edition,2,4.23,0.1506024096385542
1105,2,1,0.5,0,102,163.16666666666666,Royal Defense Complete Edition,2,7.18,0.200445434298441
1107,5,5,1.0,4,124,255.38709677419354,HOG bundle of bundles!,5,35.95,0.200222469410456
1110,2,2,1.0,1,4,50.25,Neon Warp + Impossible Quest Studio Pack #1,2,3.98,0.2008032128514057
1114,4,1,0.25,0,19,78.3157894736842,Okhlos: Olympus Edition,4,22.96,0.0
1115,2,1,0.5,0,16,50.4375,Sekwere + Soundtrack,2,1.28,0.3535353535353535
1116,4,4,1.0,0,19,503.3157894736842,OtakuMaker Studio Pack - Adventure #2,4,13.56,0.2004716981132075
1121,2,1,0.5,0,2,92.0,Pristine World: Deluxe Edition,2,7.18,0.200445434298441
1128,4,4,1.0,0,50,424.78,Airport Madness Collection,4,30.36,0.2002107481559536
1130,2,2,1.0,17,196,88.46428571428571,Princess.Loot.Pixel.Again + Soundtrack!,2,5.38,0.1003344481605352
1131,2,1,0.5,0,24,118.04166666666667,"""Bye-Bye, Wacky Planet"": Shoot and Dance Edition",2,5.93,0.1504297994269341
1132,4,3,0.75,0,202,99.86138613861387,Swords and Blasters bundle,4,7.76,0.4012345679012346
1137,2,1,0.5,0,5,107.0,New Retro Arcade: Neon and Original Soundtrack,2,26.98,0.1000667111407603
1138,3,3,1.0,19,102,101.07843137254902,8Floor Hidden Object Bundle,3,14.21,0.2003376477208778
1140,3,1,0.3333333333333333,0,4,13.75,Check vs Mate - Grandmaster Edition,3,25.47,0.2502207830438622
1141,1,0,0.0,0,0,,Battle vs Chess - Grandmaster Edition,2,10.48,0.2503576537911302
1143,4,1,0.25,0,371,109.8733153638814,Depth Hunter - GAME AND 3 DLC,4,16.16,0.400593471810089
1144,12,4,0.3333333333333333,0,2938,658.4945541184479,Dead Rising Collector's Pack,12,89.98,0.1501700037778616
1146,5,2,0.4,0,180,346.8388888888889,8-Bit Armies & Hordes,5,25.15,0.4004767580452921
1147,2,1,0.5,0,51,291.98039215686276,8-Bit Hordes Complete Edition,2,16.13,0.1501580611169653
1150,2,1,0.5,0,5,8.4,Blade Ballet Turntable Edition,2,18.98,0.05005005005005
1151,2,1,0.5,0,36,93.22222222222223,Run Rabbit Run Super Game Bundle + Soundtrack,2,3.9,0.2008196721311475
1153,4,2,0.5,0,1950,32.29538461538461,Pan-Pan: Planetary Pack,4,24.61,0.150207182320442
1156,2,1,0.5,0,70,1102.4,F1 2016 - Steam Controller Bundle,2,89.98,0.0
1158,2,1,0.5,0,2274,815.3223394898856,DOOM + Steam Controller Bundle,2,89.98,0.0
1161,5,5,1.0,1,739,128.69012178619755,Flump Studios Complete Pack,5,9.98,0.3210884353741496
1182,3,3,1.0,60,309,152.86084142394822,Doorways: All Chapters Collection,3,29.97,0.2501876407305479
1183,5,5,1.0,0,34,77.29411764705883,Classic Collection,5,14.35,0.4008350730688936
1188,10,2,0.2,0,1968,479.5045731707317,DMC4SE Demon Hunter Bundle + DmC Complete Pack,10,70.01,0.1802107728337236
1189,2,1,0.5,0,3,2.3333333333333335,Handsome Mr. Frog - Game and Soundtrack,2,1.78,0.101010101010101
1190,37,9,0.24324324324324326,0,5051,756.6671946149278,2016 Capcom Collector's Bundle,37,117.39,0.6095200079832352
1191,2,1,0.5,0,16,434.25,Heart&Slash; + Soundtrack,2,19.98,0.200160128102482
1194,2,2,1.0,4,41,185.73170731707316,Sky To Fly: 2 in 1  Steampunk Games Bundle,2,6.38,0.2005012531328321
1196,2,1,0.5,0,4,172.25,Blasting Agent: Ultimate Edition + Original Soundtrack,2,3.98,0.2008032128514057
1204,4,3,0.75,0,60,182.85,4 Arcade Games Bundle + Soundtrack,4,7.7,0.401244167962675
1206,10,4,0.4,0,2520,650.0444444444445,Fatshark Bundle,10,55.4,0.5004508566275924
1207,3,3,1.0,4,60,182.85,3 Arcade Games in 1 Bundle: Run Rabbit Run + Sky to Fly,3,7.17,0.4010025062656642
1208,7,7,1.0,1,1,1148.0,Dark Parables Pack,7,82.73,0.1000761448928532
1209,2,1,0.5,0,5,104.6,Road To Ballhalla - Roll Playing Game of the Year Edition,2,15.98,0.2002002002002001
1211,5,0,0.0,0,0,,"Red vs. Blue (Blood Gulch Chronicles, Vol. 1-5)",5,34.95,0.3003003003003003
1212,5,0,0.0,0,0,,Red vs. Blue Volumes 6-10,5,34.95,0.3003003003003003
1213,3,0,0.0,0,0,,Red vs. Blue Seasons 11-13,3,20.97,0.3003003003003003
1215,3,3,1.0,6,161,247.11180124223603,Enigmatis Collection,3,24.87,0.1701701701701701
1216,15,15,1.0,2,180,444.5777777777778,Alawar games pack!,15,66.35,0.3004744333157618
1217,4,1,0.25,0,310,147.41612903225806,Reigns: Collector's Edition,4,5.96,0.0
1219,2,2,1.0,2,43,2.0232558139534884,Through Abandoned 1 and 2,2,3.98,1.1158020347991522e-16
1222,2,2,1.0,1,5,150.6,Zombie Bundle,2,3.2,0.5989974937343359
1225,2,1,0.5,0,7,591.4285714285714,Starters + Founders Package,2,75.18,0.0600150037509375
1226,2,1,0.5,0,1,0.0,Selma and the Wisp plus Soundtrack,2,10.78,0.1001669449081803
1228,2,1,0.5,0,4,87.75,Space Ribbon Soundtrack Bundle,2,9.84,0.4204946996466431
1229,4,4,1.0,22,3099,408.4804775734108,Overlord: Ultimate Evil Collection,4,35.16,0.2001819836214741
1231,2,1,0.5,0,279,514.0752688172043,The Healthy Profits Bundle,2,27.88,0.1000645577792123
1232,3,3,1.0,394,2993,1009.7276979619111,Resident Evil 4/5/6,3,60.17,0.1400600257253108
1233,3,1,0.3333333333333333,0,24,115.20833333333333,Hexoscope Collector's Edition,3,2.67,0.1010101010101009
1241,2,1,0.5,0,1215,169.06748971193414,Keep Talking and Nobody Explodes + Soundtrack,2,19.78,0.100090991810737
1243,3,1,0.3333333333333333,0,4796,2882.853836530442,Bad Company 2 Bundle,3,29.9,0.2701977056382719
1245,3,3,1.0,1454,3773,1374.760667903525,More Spore,3,40.17,0.3301650825412706
1246,4,4,1.0,89,6402,1680.8969072164948,BioWare Bundle,4,75.96,0.2000842459983151
1247,4,1,0.25,0,1933,3267.227625452664,The Sims 3 Bundle,4,49.56,0.3801900950475236
1248,8,4,0.5,0,4,1888.25,Shooting Love 20XX,8,35.92,0.2504173622704507
125,5,2,0.4,0,2626,1123.435262757045,Mad Max: Game + Mad Max Anthology,5,89.2,0.1500714626012387
1250,2,2,1.0,0,2,195.0,Karma Miwa + Genius Greedy Mouse Studio Pack #1,2,6.38,0.2005012531328321
1252,5,2,0.4,0,111,170.93693693693695,Energy Bundle,5,5.55,0.2014388489208633
1258,4,1,0.25,0,21,539.5714285714286,Notch - The Innocent LunA Collection,4,17.56,0.2003642987249545
1259,2,1,0.5,0,27,53.7037037037037,Gone In November Collector's Edition,2,1.58,0.202020202020202
1264,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 1, Vol. 1",13,20.15,0.221105527638191
1265,7,4,0.5714285714285714,0,9,135.22222222222223,Mystery Case Files Bundle,7,66.53,0.1000946841606926
1266,2,1,0.5,0,2,31.0,SPACE PACK,2,2.68,0.1006711409395972
1267,3,3,1.0,3,77,188.67532467532467,Doomster Bundle,3,9.87,0.4507512520868114
1268,3,3,1.0,7,176,248.3409090909091,18 Wheels of Steel Top Payload Pack,3,16.72,0.3303964757709251
1271,2,1,0.5,0,5,1432.8,Malus Code Soundtrack Edition,2,14.38,0.1001251564455569
1274,2,0,0.0,0,0,,Tiger & Bunny Movies Bundle,2,23.38,0.1000769822940724
1275,2,0,0.0,0,0,,Uprising Complete,2,9.92,0.290414878397711
1282,4,1,0.25,0,72,4.736111111111111,Vanguard Princess Bundle,4,7.16,0.4013377926421405
1284,2,1,0.5,0,10,47.5,Black Sand Drift Collector's Edition,2,2.15,0.150197628458498
1288,5,3,0.6,0,40,268.025,Complex Edition,5,7.6,0.5989445910290239
1289,2,1,0.5,0,59,88.72881355932203,Rock 'N' Roll Defense - Complete Bundle,2,2.98,0.2512562814070351
1290,2,2,1.0,4,156,2.7948717948717947,BITRAYS,2,1.91,0.3003663003663004
1291,3,3,1.0,5,1171,405.9171648163962,Talisman - 3 Game Bundle,3,31.42,0.1501217203137678
1293,12,6,0.5,0,5,1657.2,Triangle Service Shmups Collection,12,53.18,0.3505129457743038
1295,2,0,0.0,0,0,,Bloxiq + Soundtrack,2,17.08,0.1001053740779769
1297,2,1,0.5,0,4,53.5,Optika + Optika Soundtrack,2,6.38,0.2005012531328321
1303,9,8,0.8888888888888888,0,916,185.65065502183407,Spiderweb Software Super-Gigantic Bundle,9,49.71,0.4004342057652876
1307,2,0,0.0,0,0,,Now You See Me Double Feature,2,27.95,0.16015625
1324,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 1, Vol. 2",13,20.15,0.221105527638191
1328,2,0,0.0,0,0,,SHINRAI - Soundtrack Bundle,2,19.99,0.1301131418624892
1330,2,1,0.5,0,40,197.275,The Final Station Collector's Edition,2,17.98,0.1001001001001
1332,3,3,1.0,0,53,142.8490566037736,"3 Outlandish games in 1 bundle: Green Moon, City of Fools and Bathory",3,10.47,0.5007153075822603
1333,12,0,0.0,0,0,,Mugen Souls Z DLC Collection,12,43.08,0.1002506265664161
1336,2,1,0.5,0,899,893.5328142380423,Hyperdimension Neptunia Re;Birth1 Deluxe Edition Bundle / 特別限定版『デラックスエディション』,2,35.98,0.1000500250125062
1337,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 1, Vol. 3",13,20.15,0.221105527638191
1339,3,1,0.3333333333333333,0,107,139.94392523364485,12 is Better Than 6 + Soundtrack + Artbook,3,6.77,0.1505646173149311
1340,8,1,0.125,0,899,893.5328142380423,Hyperdimension Neptunia Re;Birth1 Digital Complete Set / デジタルコンプリートエディション,8,41.32,0.1001742160278745
1343,14,0,0.0,0,0,,"Naruto Shippuden Uncut Season 1, Vol.4",14,20.02,0.2814070351758794
1349,2,1,0.5,0,16,166.0625,NeuroVoider - Deluxe Edition,2,19.99,0.1301131418624892
1350,2,1,0.5,0,651,1159.0491551459293,Deus Ex: Mankind Divided - Digital Deluxe Edition,2,89.98,0.0
1351,2,1,0.5,0,651,1159.0491551459293,Deus Ex: Mankind Divided + Steam Controller Bundle,2,89.98,0.0
1352,3,1,0.3333333333333333,0,651,1159.0491551459293,Deus Ex: Mankind Divided Digital Deluxe + Steam Controller Bundle,3,119.97,0.0
1355,2,1,0.5,0,31,914.6774193548387,Automobilista + Season Pass for All DLCs,2,59.48,0.1500428693912547
1356,5,5,1.0,6,145,528.9862068965517,Buka Post Apocalyptic Collection,5,15.25,0.5008183306055647
1361,4,1,0.25,0,14,1648.4285714285713,Just Deserts Complete Costume Bundle,4,14.36,0.1002506265664161
1367,12,0,0.0,0,0,,"Naruto Shippuden Uncut Season 2, Vol 1",12,20.04,0.1608040201005025
1368,12,0,0.0,0,0,,"Naruto Shippuden Uncut Season 2, Vol 2",12,20.04,0.1608040201005025
1369,11,0,0.0,0,0,,"Naruto Shippuden Uncut Season 2, Vol 3",11,20.13,0.0804020100502513
137,4,1,0.25,0,19,79.10526315789474,Albino Lullaby: Season Pass,4,24.76,0.3803803803803803
1370,12,0,0.0,0,0,,"Naruto Shippuden Uncut Season 2, Vol 4",12,20.04,0.1608040201005025
1371,12,0,0.0,0,0,,"Naruto Shippuden Uncut Season 2, Vol 5",12,20.04,0.1608040201005025
1372,2,1,0.5,0,6,85.5,Black Hole Hazard Deluxe,2,5.98,0.2506265664160401
1373,2,1,0.5,0,2,238.5,Hue Game and Soundtrack Bundle,2,20.66,0.0600545950864422
1376,10,0,0.0,0,0,,Daylight's End VR - Full Movie,10,12.9,0.3517587939698491
1378,2,2,1.0,8,130,123.29230769230769,The orb Chambers Bundle,2,5.98,0.5008347245409015
1379,2,0,0.0,0,0,,Revolution 60: Special Edition Bundle,2,12.73,0.1502002670226969
1382,2,1,0.5,0,5,30.4,RunGunJumpGun: Special Atomik Edition,2,9.98,0.0
1385,2,2,1.0,2,105,389.76190476190476,Happy Neighbours Set,2,17.48,0.300240192153723
1386,3,0,0.0,0,0,,Shiny: Digital Deluxe Edition,3,16.77,0.2002861230329041
1387,2,2,1.0,14,216,141.03703703703704,Back To Basics Epilepsy Bundle,2,1.38,0.3030303030303031
139,2,1,0.5,0,5451,4680.856356631811,The Binding of Isaac : Rebirth + Afterbirth Bundle,2,25.98,0.0
1390,2,2,1.0,3,39,454.1794871794872,Angels Blue Games,2,12.58,0.1001430615164521
1392,2,1,0.5,0,2,463.0,The Metronomicon Deluxe Edition,2,20.14,0.100089365504915
1396,3,0,0.0,0,0,,"Expendables 1, 2, & 3",3,25.17,0.4002859185132236
1399,3,3,1.0,31,2269,510.6152490083737,Dead Rising Triple Pack,3,49.77,0.1700850425212605
1400,2,1,0.5,0,18,189.72222222222223,El Ninja - Deluxe Edition,2,1.48,0.2525252525252525
1401,4,1,0.25,0,40,0.0,Shadow Warrior 2 Deluxe,4,45.96,0.0
1403,2,0,0.0,0,0,,Steam Link + John Wick,2,47.78,0.0
1404,9,1,0.1111111111111111,0,83,135.79518072289156,SUPERFIGHT - The Super Bundle,9,29.91,0.4007212983370066
1406,8,0,0.0,0,0,,SUPERFIGHT - The DLC Bundle,8,23.92,0.4008016032064128
1407,15,15,1.0,3,1436,585.133704735376,Zonitron Productions Complete Pack,15,18.35,0.5020352781546811
1409,2,2,1.0,7,258,192.56589147286823,Crimson Duck Complete Pack,2,5.34,0.3308270676691729
1410,3,3,1.0,7,115,194.4,Silicon Echo Complete Pack,3,5.97,0.5012531328320803
1418,23,23,1.0,55,3768,1335.3089171974523,PopCap Power Pack,23,57.27,0.5010020040080161
1419,14,0,0.0,0,0,,"Naruto Shippuden Uncut Season 3, Vol. 1",14,20.02,0.2814070351758794
1420,14,0,0.0,0,0,,"Naruto Shippuden Uncut Season 3, Vol. 2",14,20.02,0.2814070351758794
1421,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 3, Vol. 3",13,20.15,0.221105527638191
1433,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 3, Vol. 4",13,20.15,0.221105527638191
1437,10,0,0.0,0,0,,Pixel Puzzles Ultimate: Starter Kit,10,15.17,0.401577909270217
1440,4,3,0.75,0,5,113.2,OtakuMaker Studio Pack - Latest Bundle #3,4,11.96,0.2005347593582887
1441,6,5,0.8333333333333334,0,16,153.375,OtakuMaker Studio Pack - Part #4,6,16.44,0.2506836827711941
145,3,2,0.6666666666666666,0,888,213.6722972972973,Broken Age + Soundtrack + Double Fine Adventure Documentary,3,35.22,0.2501596763891845
1455,5,3,0.6,0,149,97.09395973154362,ULTAKAAR CHRONICLES,5,4.51,0.5027563395810364
1460,4,2,0.5,0,307,123.6514657980456,The Meridian Bundle,4,21.66,0.3003875968992248
1466,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 4, Vol. 1",13,20.15,0.221105527638191
1468,56,25,0.44642857142857145,0,8320,815.1938701923077,The Codemasters Complete Collection,56,575.84,0.1201026832100727
1471,3,2,0.6666666666666666,0,2,116.0,18 Wheels of Steel Top Payload Pack 2,3,18.4,0.3301783764106298
1472,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 4, Vol. 2",13,20.15,0.221105527638191
1473,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 4, Vol. 3",13,20.15,0.221105527638191
1474,13,0,0.0,0,0,,"Naruto Shippuden Uncut Season 4, Vol. 4",13,20.15,0.221105527638191
1477,2,1,0.5,0,90,363.02222222222224,Halcyon 6: Starbase Commander + Soundtrack,2,24.28,0.1000741289844327
1478,9,9,1.0,1,118,13.033898305084746,Cosmi Fun Pack,9,25.2,0.6495619524405506
1482,4,4,1.0,229,2831,110.56022606852702,Two Tribes Complete Pack!,4,29.66,0.100121359223301
15,2,1,0.5,0,12,18.583333333333332,Member's Bundle,3,19.97,0.0
153,14,14,1.0,1,3069,375.89051808406646,Adult Swim Games,14,119.32,0.3402631869954662
157,6,6,1.0,7,7089,352.04358865848496,JMJ Films + Games Bundle,6,61.52,0.3301393728222996
166,2,1,0.5,0,8532,6901.814463197375,Grand Theft Auto V & Great White Shark Cash Card,2,75.98,0.0500125031257814
169,2,2,1.0,265,869,402.16570771001153,The Jackbox Bundle,2,44.98,0.1000400160064025
17,2,2,1.0,32,399,231.69924812030075,Angry Video Game Nerd Bundle,2,14.92,0.1701890989988876
19,1,0,0.0,0,0,,Upgrade to Member's Bundle,2,9.98,0.0
215,2,1,0.5,0,43,90.74418604651163,"That Dragon, Cancer + Thank You For Playing",2,19.98,0.200160128102482
225,32,29,0.90625,0,2485,171.63340040241448,Headup Games Complete,32,228.97,0.150168875032476
227,6,0,0.0,0,0,,Professor Teaches Office 2016 Suite,6,29.7,0.6697798532354903
228,6,6,1.0,1,3,155.0,Professor Teaches Office 2013 Suite,6,29.7,0.6697798532354903
229,7,0,0.0,0,0,,Professor Teaches Office 2016 & Windows 10 Suite,7,39.9,0.61974649766511
230,7,6,0.8571428571428571,0,3,155.0,Professor Teaches Office 2013 & Windows 10 Suite,7,39.9,0.61974649766511
231,8,6,0.75,0,19509,925.2062637756933,Half-Life Complete,8,36.52,0.4005252790544976
232,19,16,0.8421052631578947,0,56796,18625.39000985985,Valve Complete Pack,19,90.45,0.5495742243912156
233,2,2,1.0,5890,37299,3061.4621839727606,Left 4 Dead Bundle,2,29.98,0.2501250625312655
234,2,2,1.0,13837,28940,1082.834623358673,Portal Bundle,2,22.48,0.2501667778519011
235,4,3,0.75,0,3537,301.87220808594856,Counter-Strike 1 Anthology,4,14.96,0.4006410256410256
236,3,2,0.6666666666666666,0,47141,18818.004327443203,Counter-Strike Complete,3,29.22,0.3502334889926617
237,4,4,1.0,5832,8223,580.6704365803234,Half-Life 1 Anthology,4,13.71,0.4507211538461538
239,4,4,1.0,159,716,331.2304469273743,Zonitron Productions Mixed Pack,4,5.36,0.4017857142857143
240,3,3,1.0,4028,29042,4140.593416431375,Source Multiplayer Pack,3,29.72,0.1501286817271947
241,2,2,1.0,270,2794,1545.609520400859,Ultimate Action Duo Pack: Just Cause 3 + Rise of the Tomb Raider,2,89.98,0.2500416736122687
243,4,2,0.5,0,790,125.91392405063291,Hatoful Boyfriend Complete Pack,4,25.57,0.2001876759461995
244,2,1,0.5,0,10,295.3,Shardlight Deluxe,2,18.98,0.05005005005005
245,2,1,0.5,0,37,183.7027027027027,But to Paint a Universe Deluxe,2,7.18,0.200445434298441
247,7,7,1.0,4,695,1750.9625899280575,F1 Game Franchise Bundle,7,184.43,0.1000341580051725
248,4,4,1.0,56,3431,367.43660740308945,The Codemasters DiRT Collection,4,100.76,0.1000357270453733
249,23,3,0.13043478260869565,0,3907,678.0261069874584,The Complete GRID Bundle,23,141.17,0.3003419735342222
250,68,1,0.014705882352941176,0,8603,1128.4900616064165,Awesomenauts - Mega Value Pack,68,218.52,0.2004975852480608
251,2,1,0.5,0,88,7.375,Vae Victis Racing Collection,2,20.23,0.2501853224610821
254,3,0,0.0,0,0,,SEGA DLC Pack,3,11.97,0.2004008016032064
255,3,1,0.3333333333333333,0,52,130.05769230769232,Bacteria Complete,3,2.97,-1.4952498648150255e-16
256,12,1,0.08333333333333333,0,26,281.65384615384613,Fantasy Grounds D&D; Complete Bundle,12,313.38,0.2500717909447688
257,7,3,0.42857142857142855,0,23139,4357.044686460089,Borderlands Triple Pack,7,119.93,0.0
258,3,0,0.0,0,0,,TAITO DLC Pack,3,11.97,0.2004008016032064
259,4,1,0.25,0,45,423.31111111111113,FORCED SHOWDOWN Deluxe,4,35.96,0.1001001001001
260,6,2,0.3333333333333333,0,1338,150.6696562032885,The Complete FORCED Collection,6,48.74,0.2001969149983589
261,34,5,0.14705882352941177,0,3553,1015.9870531944836,Resident Evil/Biohazard Collector's Pack,34,126.93,0.3705742338589705
262,3,1,0.3333333333333333,0,7039,482.48359141923567,Guns of Icarus Online + Alliance Collector's Edition Bundle,3,25.17,0.16016016016016
263,5,5,1.0,17,929,108.68891280947255,Broken Sword: Complete Pack,5,34.25,0.3003064351378958
264,2,1,0.5,0,8532,6901.814463197375,Grand Theft Auto V & Whale Shark Cash Card,2,98.98,0.1000181851245681
265,2,1,0.5,0,8532,6901.814463197375,Grand Theft Auto V & Megalodon Shark Cash Card,2,135.98,0.150018752344043
266,2,1,0.5,0,21,189.04761904761904,Samorost 3 Cosmic Edition,2,24.82,0.0800593031875462
267,2,1,0.5,0,4,254.25,Binaries - Soundtrack Edition,2,13.48,0.1001335113484646
268,33,33,1.0,0,2517,210.02463249900674,Merge Games Mega Bundle,33,208.17,0.250297115280729
269,5,1,0.2,0,177,442.01129943502826,Homeworld: Deserts of Kharak Deluxe Edition,5,69.37,0.110070558050032
270,4,1,0.25,0,4,513.25,NightCry Digital Complete Pack,4,60.31,0.1500845546786921
272,6,4,0.6666666666666666,0,2165,109.43741339491916,Amanita Bundle,6,51.24,0.1001053740779767
273,2,1,0.5,0,20,84.5,Slain: Back from Hell Bundle,2,19.51,0.0700667302192563
274,11,1,0.09090909090909091,0,351,1233.4273504273503,Galactic Civilizations III Gold,11,80.52,0.250209516714778
275,2,2,1.0,9,107,112.53271028037383,The Last Door Collector's Edition Bundle,2,17.98,0.1001001001001
278,2,0,0.0,0,0,,Babel OST Pack,2,11.03,0.150231124807396
279,6,4,0.6666666666666666,0,2466,149.09448499594484,Microblast Games Bundle,6,3.44,0.5043227665706052
280,3,2,0.6666666666666666,0,1067,97.27553889409559,Night Bundle,3,6.85,0.2007001166861144
281,4,1,0.25,0,1383,957.1699204627621,Enter The Gungeon Collector's Edition,4,22.46,0.1001602564102564
284,2,1,0.5,0,662,130.3821752265861,The Vanishing of Ethan Carter VR Bundle,2,29.98,-1.1850279115411942e-16
285,5,5,1.0,3,181,151.74585635359117,Fighting Fantasy,5,39.95,0.2002002002002001
286,4,0,0.0,0,0,,Bleach Movies,4,46.76,0.1000769822940724
291,2,2,1.0,1,8,0.25,The Shoebox Diorama Series,2,6.28,0.1002865329512894
292,12,3,0.25,0,3922,1132.8457419683834,Amplitude Endless Pack,12,107.88,0.250208507089241
293,2,2,1.0,2,6,35.5,MyDream Bundle,2,25.88,0.2601486563750714
296,3,3,1.0,22,738,118.9810298102981,The Sparkle Bundle,3,8.37,0.2005730659025789
297,2,2,1.0,7,24,204.125,XiNFiNiTY Games Studio Pack #1,2,4.88,0.3008595988538682
298,2,2,1.0,1,11,2547.090909090909,Out of the Park Baseball 17 + Franchise Hockey Manager 2,2,53.98,0.1000333444481495
300,3,1,0.3333333333333333,0,11,438.90909090909093,The Quest Deluxe Edition,3,14.98,0.2103321033210331
301,7,5,0.7142857142857143,0,645,236.31317829457365,Pixel Puzzles Complete Pack,7,27.34,0.3502851711026615
302,6,3,0.5,0,92,99.73913043478261,Pyrodactyl Complete pack,6,39.47,0.1500861326442721
303,7,1,0.14285714285714285,0,2,76.0,Sengoku Jidai: Shadow of the Shogun Deluxe Edition,7,44.66,0.3703651487381925
304,2,1,0.5,0,1,48.0,The Next World: Deluxe Bundle,2,13.58,0.2002355712603062
305,2,1,0.5,0,8,87.875,OPUS: Soundtrack Bundle,2,14.38,0.1001251564455569
306,2,1,0.5,0,7,198.0,Save the Dodos Special Edition,2,3.73,0.2510040160642571
307,28,2,0.07142857142857142,0,12414,580.1116481391977,World of Magicka Bundle,28,90.88,0.1403707907680666
308,6,0,0.0,0,0,,Sword of the Stars: The Pit Bundle,6,10.4,0.5990747879722437
309,8,1,0.125,0,575,236.8591304347826,Ticket to Ride - Complete Bundle,8,30.02,0.3005591798695247
311,29,0,0.0,0,0,,Hyperdevotion Noire DLC Collection,29,20.71,0.302928306967351
312,4,2,0.5,0,15814,1352.154293663842,Don't Starve MEGA PACK,4,26.76,0.3303303303303303
313,3,2,0.6666666666666666,0,149,83.77852348993288,The Detail Season One,3,16.17,0.1001669449081801
316,2,1,0.5,0,1,461.0,Wailing Heights Deluxe Edition,2,12.73,0.1502002670226969
317,2,1,0.5,0,546,128.99267399267399,Endorlight - Deluxe Edition,2,2.38,0.4020100502512563
