bundle_id,bundle_name,n_items,n_items_in_catalogue,catalogue_coverage,standalone_price_coverage,n_distinct_publishers,publisher_coherent,developer_coherent,n_missing_item_id,mechanism_class,ownership_adjusted,indivisible,confidence,evidence
1356,Buka Post Apocalyptic Collection,5,5,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1332,"3 Outlandish games in 1 bundle: Green Moon, City of Fools and Bathory",3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
667,Farnham Fables - Tape 1,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1390,Angels Blue Games,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1349,NeuroVoider - Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1373,Hue Game and Soundtrack Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1295,Bloxiq + Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1387,Back To Basics Epilepsy Bundle,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1222,Zombie Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
803,Platformer Bundle,9,8,0.889,1.0,8,False,False,0,B_SBA_like,not_observable,not_observable,high,8/9 components individually listed in catalogue; all show a standalone price
498,Back In Time Bundle,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
396,The Indie Platformers Bundle,3,2,0.667,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,medium,2/3 components individually listed in catalogue; all show a standalone price
1372,Black Hole Hazard Deluxe,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
972,Crush Your Enemies - Complete Plundered Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1378,The orb Chambers Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1367,"Naruto Shippuden Uncut Season 2, Vol 1",12,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1369,"Naruto Shippuden Uncut Season 2, Vol 3",11,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1371,"Naruto Shippuden Uncut Season 2, Vol 5",12,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1376,Daylight's End VR - Full Movie,10,10,1.0,1.0,0,False,True,0,B_SBA_like,not_observable,not_observable,high,10/10 components individually listed in catalogue; all show a standalone price
1337,"Naruto Shippuden Uncut Season 1, Vol. 3",13,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1343,"Naruto Shippuden Uncut Season 1, Vol.4",14,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1368,"Naruto Shippuden Uncut Season 2, Vol 2",12,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1370,"Naruto Shippuden Uncut Season 2, Vol 4",12,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1264,"Naruto Shippuden Uncut Season 1, Vol. 1",13,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1324,"Naruto Shippuden Uncut Season 1, Vol. 2",13,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1268,18 Wheels of Steel Top Payload Pack,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1328,SHINRAI - Soundtrack Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
825,Back To Basics Mixer Bundle 2,5,5,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
473,Pug Life Bundle,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1297,Optika + Optika Soundtrack,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
604,Risen Franchise Pack,9,6,0.667,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,6/9 components individually listed in catalogue; all show a standalone price
1333,Mugen Souls Z DLC Collection,12,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1336,Hyperdimension Neptunia Re;Birth1 Deluxe Edition Bundle / 特別限定版『デラックスエディション』,2,2,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1340,Hyperdimension Neptunia Re;Birth1 Digital Complete Set / デジタルコンプリートエディション,8,8,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,8/8 components individually listed in catalogue; all show a standalone price
1153,Pan-Pan: Planetary Pack,4,4,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1355,Automobilista + Season Pass for All DLCs,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1161,Flump Studios Complete Pack,5,5,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
567,Back To Basics Mixer Bundle,8,8,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,8/8 components individually listed in catalogue; all show a standalone price
1361,Just Deserts Complete Costume Bundle,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
903,Valley + Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1271,Malus Code Soundtrack Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1330,The Final Station Collector's Edition,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1350,Deus Ex: Mankind Divided - Digital Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1351,Deus Ex: Mankind Divided + Steam Controller Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1352,Deus Ex: Mankind Divided Digital Deluxe + Steam Controller Bundle,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1209,Road To Ballhalla - Roll Playing Game of the Year Edition,2,1,0.5,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
982,SimplexZombiePack,2,1,0.5,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
827,One Way Heroics + Plus Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
694,Storm in a Teacup bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
531,Classic Wargames,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
538,Alister Software bundle,2,2,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
347,Astronomic Games,5,5,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1005,Moon Colonization Project: Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1100,New World Collection,2,1,0.5,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
1114,Okhlos: Olympus Edition,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
494,Endless Loop Management,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
357,Thomas Was Alone + Volume,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
363,Subterrain - OST Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
284,The Vanishing of Ethan Carter VR Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1017,Render System Games Complete,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1002,The Turing Test Collector's Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
754,Mysterious Places Bundle,4,4,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
536,Stronghold Complete Pack,2,1,0.5,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
359,Monstrum - Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
416,FobTi Indie Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
251,Vae Victis Racing Collection,2,1,0.5,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
923,The Black Watchmen - Occult Agent Edition,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
953,AuroraRL Special Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
869,Ultimate Conspiracy Pack,2,2,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
622,Age of Fear Series Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
507,The Screwfly Collection,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
298,Out of the Park Baseball 17 + Franchise Hockey Manager 2,2,1,0.5,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
304,The Next World: Deluxe Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
166,Grand Theft Auto V & Great White Shark Cash Card,2,1,0.5,1.0,1,True,True,1,B_SBA_like,not_observable,not_observable,medium,1/2 components individually listed in catalogue; all show a standalone price
1191,Heart&Slash; + Soundtrack,2,2,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1246,BioWare Bundle,4,4,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
1115,Sekwere + Soundtrack,2,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
836,Megadimension Neptunia VII Digital Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
568,Windlands + Original Soundtrack,2,2,1.0,1.0,0,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
597,The Polynomial 1&2,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
490,Flat Kingdom Deluxe Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
281,Enter The Gungeon Collector's Edition,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
341,Fossil Echo - Special Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1339,12 is Better Than 6 + Soundtrack + Artbook,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
539,Faton Bundle,4,4,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
850,Fasaria World DELUXE EDITION Bundle,3,3,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
1150,Blade Ballet Turntable Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
585,Where Angels Cry Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1226,Selma and the Wisp plus Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
916,SONAR Platinum with Lifetime Updates - New Users,2,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
501,Puzzle Bundle,4,4,1.0,1.0,4,False,False,0,B_SBA_like,not_observable,not_observable,high,4/4 components individually listed in catalogue; all show a standalone price
614,Doodle God & Doodle Kingdom,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
441,Quiet River Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
526,Poo Pack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
262,Guns of Icarus Online + Alliance Collector's Edition Bundle,3,1,0.333,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,low,1/3 components individually listed; standalone prices shown for all
1085,Hanako Yuri Bundle,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
929,Alice and Smith - Complete Library,5,5,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,5/5 components individually listed in catalogue; all show a standalone price
1275,Uprising Complete,2,2,1.0,1.0,2,False,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
676,NEKOPARA complete edition,3,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
406,Zeno Archives,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
413,M2H Bundle,3,3,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
305,OPUS: Soundtrack Bundle,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
215,"That Dragon, Cancer + Thank You For Playing",2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
974,The Secret Monster Society - Chapter One + Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
653,The Real Texas - Dusty Skies Edition,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
533,Spakoyno GOTY Edition,2,2,1.0,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
346,"Linea, the Game - Complete Edition",2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1307,Now You See Me Double Feature,2,2,1.0,1.0,0,False,False,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1303,Spiderweb Software Super-Gigantic Bundle,9,8,0.889,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,8/9 components individually listed in catalogue; all show a standalone price
1156,F1 2016 - Steam Controller Bundle,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1259,Gone In November Collector's Edition,2,0,0.0,1.0,0,False,False,0,E_unclear,not_observable,not_observable,low,no components found in catalogue snapshot (likely catalogue incompleteness); standalone prices still shown
1265,Mystery Case Files Bundle,7,4,0.571,1.0,1,True,False,0,B_SBA_like,not_observable,not_observable,medium,4/7 components individually listed in catalogue; all show a standalone price
1266,SPACE PACK,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1188,DMC4SE Demon Hunter Bundle + DmC Complete Pack,10,10,1.0,1.0,2,False,False,0,B_SBA_like,not_observable,not_observable,high,10/10 components individually listed in catalogue; all show a standalone price
1190,2016 Capcom Collector's Bundle,37,34,0.919,1.0,3,False,False,0,B_SBA_like,not_observable,not_observable,high,34/37 components individually listed in catalogue; all show a standalone price
1196,Blasting Agent: Ultimate Edition + Original Soundtrack,2,2,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,2/2 components individually listed in catalogue; all show a standalone price
1232,Resident Evil 4/5/6,3,3,1.0,1.0,1,True,True,0,B_SBA_like,not_observable,not_observable,high,3/3 components individually listed in catalogue; all show a standalone price
