bundle_id,bundle_name,bundle_url,price,final_price,discount,n_items,component_price_sum,abs_discount,implied_discount_rate,discount_mismatch
1441,OtakuMaker Studio Pack - Part #4,http://store.steampowered.com/bundle/1441/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,21.94,16.44,0.25,6,21.94,5.5,0.2506836827711941,False
658,Infernal Dream Collection,http://store.steampowered.com/bundle/658/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,10.95,6.55,0.4,5,10.95,4.3999999999999995,0.4018264840182648,False
355,MX vs. ATV Collection,http://store.steampowered.com/bundle/355/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,207.64,139.0,0.33,36,207.64000000000001,68.64000000000001,0.33057214409555,False
1401,Shadow Warrior 2 Deluxe,http://store.steampowered.com/bundle/1401/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,45.96,45.96,0.0,4,45.96,0.0,0.0,False
1418,PopCap Power Pack,http://store.steampowered.com/bundle/1418/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,114.77,57.27,0.5,23,114.77000000000001,57.50000000000001,0.5010020040080161,False
1282,Vanguard Princess Bundle,http://store.steampowered.com/bundle/1282/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,11.96,7.16,0.4,4,11.96,4.800000000000001,0.4013377926421405,False
1399,Dead Rising Triple Pack,http://store.steampowered.com/bundle/1399/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,59.97,49.77,0.17,3,59.97,10.199999999999996,0.17008504252126055,False
1392,The Metronomicon Deluxe Edition,http://store.steampowered.com/bundle/1392/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,22.38,20.14,0.1,2,22.38,2.2399999999999984,0.10008936550491504,False
1404,SUPERFIGHT - The Super Bundle,http://store.steampowered.com/bundle/1404/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,49.91,29.91,0.4,9,49.910000000000004,20.000000000000004,0.40072129833700665,False
1406,SUPERFIGHT - The DLC Bundle,http://store.steampowered.com/bundle/1406/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,39.92,23.92,0.4,8,39.92,16.0,0.4008016032064128,False
1407,Zonitron Productions Complete Pack,http://store.steampowered.com/bundle/1407/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,36.85,18.35,0.5,15,36.85,18.5,0.5020352781546811,False
1403,Steam Link + John Wick,http://store.steampowered.com/bundle/1403/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,47.78,47.78,0.0,2,47.78,0.0,0.0,False
1293,Triangle Service Shmups Collection,http://store.steampowered.com/bundle/1293/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,81.88,53.18,0.35,12,81.88,28.699999999999996,0.3505129457743038,False
1248,Shooting Love 20XX,http://store.steampowered.com/bundle/1248/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,47.92,35.92,0.25,8,47.92,12.0,0.25041736227045075,False
1409,Crimson Duck Complete Pack,http://store.steampowered.com/bundle/1409/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,7.98,5.34,0.33,2,7.98,2.6400000000000006,0.33082706766917297,False
1410,Silicon Echo Complete Pack,http://store.steampowered.com/bundle/1410/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,11.97,5.97,0.5,3,11.97,6.000000000000001,0.5012531328320803,False
1382,RunGunJumpGun: Special Atomik Edition,http://store.steampowered.com/bundle/1382/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,9.98,9.98,0.0,2,9.98,0.0,0.0,False
1386,Shiny: Digital Deluxe Edition,http://store.steampowered.com/bundle/1386/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,20.97,16.77,0.2,3,20.97,4.199999999999999,0.20028612303290413,False
1356,Buka Post Apocalyptic Collection,http://store.steampowered.com/bundle/1356/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,30.55,15.25,0.5,5,30.55,15.3,0.5008183306055647,False
1332,"3 Outlandish games in 1 bundle: Green Moon, City of Fools and Bathory",http://store.steampowered.com/bundle/1332/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,20.97,10.47,0.5,3,20.97,10.499999999999998,0.5007153075822603,False
667,Farnham Fables - Tape 1,http://store.steampowered.com/bundle/667/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,1.98,1.78,0.1,2,1.98,0.19999999999999996,0.101010101010101,False
1390,Angels Blue Games,http://store.steampowered.com/bundle/1390/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,13.98,12.58,0.1,2,13.98,1.4000000000000004,0.1001430615164521,False
1349,NeuroVoider - Deluxe Edition,http://store.steampowered.com/bundle/1349/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,22.98,19.99,0.13,2,22.98,2.990000000000002,0.1301131418624892,False
1373,Hue Game and Soundtrack Bundle,http://store.steampowered.com/bundle/1373/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,21.98,20.66,0.06,2,21.98,1.3200000000000003,0.06005459508644223,False
1295,Bloxiq + Soundtrack,http://store.steampowered.com/bundle/1295/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,18.98,17.08,0.1,2,18.98,1.9000000000000021,0.10010537407797693,False
1387,Back To Basics Epilepsy Bundle,http://store.steampowered.com/bundle/1387/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,1.98,1.38,0.3,2,1.98,0.6000000000000001,0.3030303030303031,False
1222,Zombie Bundle,http://store.steampowered.com/bundle/1222/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,7.98,3.2,0.6,2,7.98,4.78,0.5989974937343359,False
803,Platformer Bundle,http://store.steampowered.com/bundle/803/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,32.41,4.87,0.85,9,32.410000000000004,27.540000000000003,0.8497377352668929,False
498,Back In Time Bundle,http://store.steampowered.com/bundle/498/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,2.97,1.47,0.5,3,2.9699999999999998,1.4999999999999998,0.505050505050505,False
396,The Indie Platformers Bundle,http://store.steampowered.com/bundle/396/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,16.97,2.38,0.86,3,16.97,14.59,0.859752504419564,False
1372,Black Hole Hazard Deluxe,http://store.steampowered.com/bundle/1372/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,7.98,5.98,0.25,2,7.98,2.0,0.2506265664160401,False
972,Crush Your Enemies - Complete Plundered Edition,http://store.steampowered.com/bundle/972/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,13.98,12.58,0.1,2,13.98,1.4000000000000004,0.1001430615164521,False
1378,The orb Chambers Bundle,http://store.steampowered.com/bundle/1378/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,11.98,5.98,0.5,2,11.98,6.0,0.5008347245409015,False
1367,"Naruto Shippuden Uncut Season 2, Vol 1",http://store.steampowered.com/bundle/1367/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,23.88,20.04,0.16,12,23.88,3.84,0.16080402010050251,False
1369,"Naruto Shippuden Uncut Season 2, Vol 3",http://store.steampowered.com/bundle/1369/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,21.89,20.13,0.08,11,21.89,1.7600000000000016,0.08040201005025133,False
1371,"Naruto Shippuden Uncut Season 2, Vol 5",http://store.steampowered.com/bundle/1371/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,23.88,20.04,0.16,12,23.88,3.84,0.16080402010050251,False
1376,Daylight's End VR - Full Movie,http://store.steampowered.com/bundle/1376/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,19.9,12.9,0.35,10,19.9,6.999999999999998,0.35175879396984916,False
1337,"Naruto Shippuden Uncut Season 1, Vol. 3",http://store.steampowered.com/bundle/1337/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,25.87,20.15,0.22,13,25.87,5.720000000000002,0.22110552763819105,False
1343,"Naruto Shippuden Uncut Season 1, Vol.4",http://store.steampowered.com/bundle/1343/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,27.86,20.02,0.28,14,27.86,7.84,0.2814070351758794,False
1368,"Naruto Shippuden Uncut Season 2, Vol 2",http://store.steampowered.com/bundle/1368/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,23.88,20.04,0.16,12,23.88,3.84,0.16080402010050251,False
1370,"Naruto Shippuden Uncut Season 2, Vol 4",http://store.steampowered.com/bundle/1370/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,23.88,20.04,0.16,12,23.88,3.84,0.16080402010050251,False
1264,"Naruto Shippuden Uncut Season 1, Vol. 1",http://store.steampowered.com/bundle/1264/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,25.87,20.15,0.22,13,25.87,5.720000000000002,0.22110552763819105,False
1324,"Naruto Shippuden Uncut Season 1, Vol. 2",http://store.steampowered.com/bundle/1324/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,25.87,20.15,0.22,13,25.87,5.720000000000002,0.22110552763819105,False
1268,18 Wheels of Steel Top Payload Pack,http://store.steampowered.com/bundle/1268/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,24.97,16.72,0.33,3,24.97,8.25,0.3303964757709251,False
1328,SHINRAI - Soundtrack Bundle,http://store.steampowered.com/bundle/1328/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,22.98,19.99,0.13,2,22.98,2.990000000000002,0.1301131418624892,False
825,Back To Basics Mixer Bundle 2,http://store.steampowered.com/bundle/825/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,4.95,2.9,0.41,5,4.95,2.0500000000000003,0.4141414141414142,False
473,Pug Life Bundle,http://store.steampowered.com/bundle/473/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,2.97,1.47,0.5,3,2.9699999999999998,1.4999999999999998,0.505050505050505,False
1297,Optika + Optika Soundtrack,http://store.steampowered.com/bundle/1297/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,7.98,6.38,0.2,2,7.98,1.6000000000000005,0.20050125313283212,False
604,Risen Franchise Pack,http://store.steampowered.com/bundle/604/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,63.91,47.91,0.25,9,63.91,16.0,0.25035205758097323,False
1333,Mugen Souls Z DLC Collection,http://store.steampowered.com/bundle/1333/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,47.88,43.08,0.1,12,47.88,4.800000000000004,0.10025062656641612,False
1336,Hyperdimension Neptunia Re;Birth1 Deluxe Edition Bundle / 特別限定版『デラックスエディション』,http://store.steampowered.com/bundle/1336/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,39.98,35.98,0.1,2,39.98,4.0,0.10005002501250626,False
1340,Hyperdimension Neptunia Re;Birth1 Digital Complete Set / デジタルコンプリートエディション,http://store.steampowered.com/bundle/1340/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,45.92,41.32,0.1,8,45.92,4.600000000000001,0.10017421602787459,False
1153,Pan-Pan: Planetary Pack,http://store.steampowered.com/bundle/1153/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,28.96,24.61,0.15,4,28.96,4.350000000000001,0.15020718232044203,False
1355,Automobilista + Season Pass for All DLCs,http://store.steampowered.com/bundle/1355/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,69.98,59.48,0.15,2,69.98,10.500000000000007,0.15004286939125475,False
1161,Flump Studios Complete Pack,http://store.steampowered.com/bundle/1161/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,14.7,9.98,0.32,5,14.700000000000001,4.720000000000001,0.32108843537414966,False
567,Back To Basics Mixer Bundle,http://store.steampowered.com/bundle/567/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,7.92,3.92,0.5,8,7.92,4.0,0.5050505050505051,False
1361,Just Deserts Complete Costume Bundle,http://store.steampowered.com/bundle/1361/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,15.96,14.36,0.1,4,15.96,1.6000000000000014,0.10025062656641612,False
903,Valley + Soundtrack,http://store.steampowered.com/bundle/903/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,26.98,24.96,0.075,2,26.979999999999997,2.019999999999996,0.07487027427724226,False
1271,Malus Code Soundtrack Edition,http://store.steampowered.com/bundle/1271/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,15.98,14.38,0.1,2,15.98,1.5999999999999996,0.10012515644555692,False
1330,The Final Station Collector's Edition,http://store.steampowered.com/bundle/1330/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,19.98,17.98,0.1,2,19.98,2.0,0.10010010010010009,False
1350,Deus Ex: Mankind Divided - Digital Deluxe Edition,http://store.steampowered.com/bundle/1350/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,89.98,89.98,0.0,2,89.98,0.0,0.0,False
1351,Deus Ex: Mankind Divided + Steam Controller Bundle,http://store.steampowered.com/bundle/1351/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,89.98,89.98,0.0,2,89.98,0.0,0.0,False
1352,Deus Ex: Mankind Divided Digital Deluxe + Steam Controller Bundle,http://store.steampowered.com/bundle/1352/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,119.97,119.97,0.0,3,119.97,0.0,0.0,False
1209,Road To Ballhalla - Roll Playing Game of the Year Edition,http://store.steampowered.com/bundle/1209/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,19.98,15.98,0.2,2,19.98,4.0,0.20020020020020018,False
982,SimplexZombiePack,http://store.steampowered.com/bundle/982/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,13.98,11.18,0.2,2,13.98,2.8000000000000007,0.2002861230329042,False
827,One Way Heroics + Plus Edition,http://store.steampowered.com/bundle/827/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,9.98,8.98,0.1,2,9.98,1.0,0.1002004008016032,False
694,Storm in a Teacup bundle,http://store.steampowered.com/bundle/694/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,29.98,23.98,0.2,2,29.979999999999997,5.9999999999999964,0.20013342228152092,False
531,Classic Wargames,http://store.steampowered.com/bundle/531/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,41.96,20.96,0.5,4,41.96,21.0,0.5004766444232602,False
538,Alister Software bundle,http://store.steampowered.com/bundle/538/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,1.98,1.0,0.49,2,1.98,0.98,0.494949494949495,False
347,Astronomic Games,http://store.steampowered.com/bundle/347/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,34.95,7.0,0.8,5,34.95,27.950000000000003,0.7997138769670958,False
1005,Moon Colonization Project: Deluxe Edition,http://store.steampowered.com/bundle/1005/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,4.18,3.13,0.25,2,4.18,1.0499999999999998,0.2511961722488038,False
1100,New World Collection,http://store.steampowered.com/bundle/1100/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,24.98,21.23,0.15,2,24.979999999999997,3.7499999999999964,0.15012009607686136,False
1114,Okhlos: Olympus Edition,http://store.steampowered.com/bundle/1114/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,22.96,22.96,0.0,4,22.96,0.0,0.0,False
494,Endless Loop Management,http://store.steampowered.com/bundle/494/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,5.98,4.96,0.17,2,5.98,1.0200000000000005,0.17056856187290975,False
357,Thomas Was Alone + Volume,http://store.steampowered.com/bundle/357/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,29.98,26.98,0.1,2,29.979999999999997,2.9999999999999964,0.10006671114076039,False
363,Subterrain - OST Edition,http://store.steampowered.com/bundle/363/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,19.98,17.98,0.1,2,19.979999999999997,1.9999999999999964,0.10010010010009994,False
284,The Vanishing of Ethan Carter VR Bundle,http://store.steampowered.com/bundle/284/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,29.98,29.98,0.0,2,29.979999999999997,-3.552713678800501e-15,-1.1850279115411945e-16,False
1017,Render System Games Complete,http://store.steampowered.com/bundle/1017/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,14.98,11.98,0.2,2,14.98,3.0,0.20026702269692923,False
1002,The Turing Test Collector's Edition,http://store.steampowered.com/bundle/1002/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,29.98,23.98,0.2,2,29.979999999999997,5.9999999999999964,0.20013342228152092,False
754,Mysterious Places Bundle,http://store.steampowered.com/bundle/754/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,39.96,27.96,0.3,4,39.96,12.0,0.3003003003003003,False
536,Stronghold Complete Pack,http://store.steampowered.com/bundle/536/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,49.98,49.98,0.0,2,49.98,0.0,0.0,False
359,Monstrum - Deluxe Edition,http://store.steampowered.com/bundle/359/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,22.98,20.68,0.1,2,22.979999999999997,2.299999999999997,0.1000870322019146,False
416,FobTi Indie Bundle,http://store.steampowered.com/bundle/416/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,18.98,12.33,0.35,2,18.98,6.65,0.35036880927291886,False
251,Vae Victis Racing Collection,http://store.steampowered.com/bundle/251/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,26.98,20.23,0.25,2,26.979999999999997,6.7499999999999964,0.25018532246108216,False
923,The Black Watchmen - Occult Agent Edition,http://store.steampowered.com/bundle/923/?utm_source=SteamDB&utm_medium=SteamDB&utm_campaign=SteamDB%20Bundles%20Page,44.96,33.71,0.25,4,44.96,11.25,0.2502224199288256,False
